host_timestamp_ns,host_timestamp_iso,pmd_timestamp,ppg0,ppg1,ppg2,ambient
1784137623248415200,2026-07-16T00:47:03.248+07:00,837452823242012881,382155,488741,464510,172729
1784137623266597018,2026-07-16T00:47:03.266+07:00,837452823242012881,382255,488865,464642,172777
1784137623284778836,2026-07-16T00:47:03.284+07:00,837452823242012881,382265,488867,464686,172787
1784137623302960654,2026-07-16T00:47:03.302+07:00,837452823242012881,382312,488863,464770,172810
1784137623321142472,2026-07-16T00:47:03.321+07:00,837452823242012881,382358,489058,464835,172732
1784137623339324290,2026-07-16T00:47:03.339+07:00,837452823242012881,382428,489087,464812,172691
1784137623357506108,2026-07-16T00:47:03.357+07:00,837452823242012881,382419,489084,464854,172692
1784137623375687926,2026-07-16T00:47:03.375+07:00,837452823242012881,382474,489161,464947,172699
1784137623393869744,2026-07-16T00:47:03.393+07:00,837452823242012881,382450,489165,464912,172742
1784137623412051562,2026-07-16T00:47:03.412+07:00,837452823242012881,382390,489064,464868,172713
1784137623430233380,2026-07-16T00:47:03.430+07:00,837452823242012881,382416,489035,464906,172782
1784137623448415198,2026-07-16T00:47:03.448+07:00,837452823242012881,382374,488945,464788,172708
1784137623466597016,2026-07-16T00:47:03.466+07:00,837452823242012881,382300,488879,464695,172734
1784137623484778834,2026-07-16T00:47:03.484+07:00,837452823242012881,382288,488830,464699,172740
1784137623502960652,2026-07-16T00:47:03.502+07:00,837452823242012881,382237,488790,464675,172758
1784137623521142470,2026-07-16T00:47:03.521+07:00,837452823242012881,382263,488758,464666,172753
1784137623539324288,2026-07-16T00:47:03.539+07:00,837452823242012881,382223,488608,464609,172736
1784137623557506106,2026-07-16T00:47:03.557+07:00,837452823242012881,382213,488625,464581,172713
1784137623575687924,2026-07-16T00:47:03.575+07:00,837452823242012881,382166,488594,464545,172702
1784137623593869742,2026-07-16T00:47:03.593+07:00,837452823242012881,382171,488585,464571,172733
1784137623612051560,2026-07-16T00:47:03.612+07:00,837452823242012881,382210,488619,464573,172784
1784137623630233378,2026-07-16T00:47:03.630+07:00,837452823242012881,382204,488592,464535,172748
1784137623648415196,2026-07-16T00:47:03.648+07:00,837452823242012881,382167,488608,464553,172736
