host_timestamp_ns,host_timestamp_iso,elapsed_s,red,infrared,background
1783264951145831800,2026-07-05T22:22:31.145+07:00,0.074,112742,38516,0
1783264951145831800,2026-07-05T22:22:31.145+07:00,0.074,112676,38495,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112654,38447,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112720,38502,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112786,38626,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112896,38598,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112896,38578,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112830,38598,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112808,38571,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112808,38543,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112720,38530,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112786,38571,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112852,38702,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112963,38668,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,113052,38647,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112941,38633,0
1783264951146828700,2026-07-05T22:22:31.146+07:00,0.075,112919,38633,0
1783264951187877800,2026-07-05T22:22:31.187+07:00,0.116,112896,38640,0
1783264951187877800,2026-07-05T22:22:31.187+07:00,0.116,112874,38592,0
1783264951187877800,2026-07-05T22:22:31.187+07:00,0.116,112963,38605,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,112963,38765,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,113096,38744,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,113074,38702,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,113029,38702,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,113029,38723,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,113007,38688,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,112896,38640,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,112985,38702,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,113096,38814,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,113185,38779,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,113207,38758,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,113096,38758,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,113052,38758,0
1783264951188880800,2026-07-05T22:22:31.188+07:00,0.117,113052,38730,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,112963,38654,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113052,38730,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113096,38841,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113252,38834,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113296,38814,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113163,38820,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113140,38807,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113163,38786,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113074,38730,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113140,38772,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113185,38869,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113296,38876,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113296,38820,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113229,38841,0
1783264951225901700,2026-07-05T22:22:31.225+07:00,0.154,113185,38834,0
1783264951269936900,2026-07-05T22:22:31.269+07:00,0.198,113185,38820,0
1783264951270484200,2026-07-05T22:22:31.270+07:00,0.199,113118,38765,0
1783264951270484200,2026-07-05T22:22:31.270+07:00,0.199,113185,38820,0
1783264951270484200,2026-07-05T22:22:31.270+07:00,0.199,113252,38883,0
1783264951270484200,2026-07-05T22:22:31.270+07:00,0.199,113318,38918,0
1783264951270484200,2026-07-05T22:22:31.270+07:00,0.199,113408,38876,0
1783264951270484200,2026-07-05T22:22:31.270+07:00,0.199,113274,38869,0
1783264951270484200,2026-07-05T22:22:31.270+07:00,0.199,113296,38876,0
1783264951270484200,2026-07-05T22:22:31.270+07:00,0.199,113296,38883,0
