host_timestamp_ns,host_timestamp_iso,elapsed_s,red,infrared,background
1783775913713086131,2026-07-11T20:18:33.713+07:00,0.049,65858,34034,0
1783775913713086132,2026-07-11T20:18:33.713+07:00,0.049,65858,34034,0
1783775913713086133,2026-07-11T20:18:33.713+07:00,0.049,65964,34107,0
1783775913713086134,2026-07-11T20:18:33.713+07:00,0.049,65979,34171,0
1783775913713086135,2026-07-11T20:18:33.713+07:00,0.049,66009,34220,0
1783775913713086136,2026-07-11T20:18:33.713+07:00,0.049,66100,34269,0
1783775913713086137,2026-07-11T20:18:33.713+07:00,0.049,66130,34293,0
1783775913713086138,2026-07-11T20:18:33.713+07:00,0.049,66176,34375,0
1783775913713086139,2026-07-11T20:18:33.713+07:00,0.049,66222,34408,0
1783775913713086140,2026-07-11T20:18:33.713+07:00,0.049,66283,34458,0
1783775913713086141,2026-07-11T20:18:33.713+07:00,0.049,66328,34491,0
1783775913713086142,2026-07-11T20:18:33.713+07:00,0.049,66374,34557,0
1783775913713086143,2026-07-11T20:18:33.713+07:00,0.049,66420,34590,0
1783775913713086144,2026-07-11T20:18:33.713+07:00,0.049,66466,34682,0
1783775913713086145,2026-07-11T20:18:33.713+07:00,0.049,66512,34723,0
1783775913713086146,2026-07-11T20:18:33.713+07:00,0.049,66574,34765,0
1783775913755456095,2026-07-11T20:18:33.755+07:00,0.091,66620,34807,0
1783775913755456096,2026-07-11T20:18:33.755+07:00,0.091,66651,34883,0
1783775913755456097,2026-07-11T20:18:33.755+07:00,0.091,66728,34917,0
1783775913755456098,2026-07-11T20:18:33.755+07:00,0.091,66743,34993,0
1783775913755456099,2026-07-11T20:18:33.755+07:00,0.091,66821,35036,0
1783775913755456100,2026-07-11T20:18:33.755+07:00,0.091,66852,35070,0
1783775913755456101,2026-07-11T20:18:33.755+07:00,0.091,66914,35121,0
1783775913755456102,2026-07-11T20:18:33.755+07:00,0.091,66976,35182,0
1783775913755456103,2026-07-11T20:18:33.755+07:00,0.091,66976,35233,0
1783775913755456104,2026-07-11T20:18:33.755+07:00,0.091,67070,35294,0
1783775913755456105,2026-07-11T20:18:33.755+07:00,0.091,67101,35363,0
1783775913755456106,2026-07-11T20:18:33.755+07:00,0.091,67164,35406,0
1783775913755456107,2026-07-11T20:18:33.755+07:00,0.091,67211,35441,0
1783775913755456108,2026-07-11T20:18:33.755+07:00,0.091,67242,35476,0
1783775913755456109,2026-07-11T20:18:33.755+07:00,0.091,67289,35529,0
1783775913755456110,2026-07-11T20:18:33.755+07:00,0.091,67352,35573,0
1783775913755456111,2026-07-11T20:18:33.755+07:00,0.091,67368,35590,0
1783775913795506368,2026-07-11T20:18:33.795+07:00,0.131,67415,35652,0
1783775913795506369,2026-07-11T20:18:33.795+07:00,0.131,67463,35678,0
1783775913795506370,2026-07-11T20:18:33.795+07:00,0.131,67526,35705,0
1783775913795506371,2026-07-11T20:18:33.795+07:00,0.131,67526,35732,0
1783775913795506372,2026-07-11T20:18:33.795+07:00,0.131,67573,35758,0
1783775913795506373,2026-07-11T20:18:33.795+07:00,0.131,67589,35776,0
1783775913795506374,2026-07-11T20:18:33.795+07:00,0.131,67573,35794,0
1783775913795506375,2026-07-11T20:18:33.795+07:00,0.131,67589,35803,0
1783775913795506376,2026-07-11T20:18:33.795+07:00,0.131,67637,35803,0
1783775913795506377,2026-07-11T20:18:33.795+07:00,0.131,67637,35811,0
1783775913795506378,2026-07-11T20:18:33.795+07:00,0.131,67637,35829,0
1783775913795506379,2026-07-11T20:18:33.795+07:00,0.131,67621,35829,0
1783775913795506380,2026-07-11T20:18:33.795+07:00,0.131,67637,35838,0
1783775913795506381,2026-07-11T20:18:33.795+07:00,0.131,67621,35838,0
1783775913795506382,2026-07-11T20:18:33.795+07:00,0.131,67621,35794,0
1783775913795506383,2026-07-11T20:18:33.795+07:00,0.131,67605,35803,0
1783775913837870256,2026-07-11T20:18:33.837+07:00,0.174,67573,35767,0
1783775913837870257,2026-07-11T20:18:33.837+07:00,0.174,67558,35740,0
1783775913837870258,2026-07-11T20:18:33.837+07:00,0.174,67526,35714,0
1783775913837870259,2026-07-11T20:18:33.837+07:00,0.174,67478,35696,0
1783775913837870260,2026-07-11T20:18:33.837+07:00,0.174,67463,35687,0
1783775913837870261,2026-07-11T20:18:33.837+07:00,0.174,67447,35678,0
1783775913837870262,2026-07-11T20:18:33.837+07:00,0.174,67384,35634,0
1783775913837870263,2026-07-11T20:18:33.837+07:00,0.174,67384,35599,0
1783775913837870264,2026-07-11T20:18:33.837+07:00,0.174,67352,35538,0
1783775913837870265,2026-07-11T20:18:33.837+07:00,0.174,67289,35520,0
1783775913837870266,2026-07-11T20:18:33.837+07:00,0.174,67258,35494,0
1783775913837870267,2026-07-11T20:18:33.837+07:00,0.174,67258,35467,0
1783775913837870268,2026-07-11T20:18:33.837+07:00,0.174,67148,35406,0
1783775913837870269,2026-07-11T20:18:33.837+07:00,0.174,67164,35398,0
1783775913837870270,2026-07-11T20:18:33.837+07:00,0.174,67132,35406,0
1783775913837870271,2026-07-11T20:18:33.837+07:00,0.174,67085,35354,0
1783775913837870272,2026-07-11T20:18:33.837+07:00,0.174,67101,35311,0
1783775913875461952,2026-07-11T20:18:33.875+07:00,0.211,67039,35328,0
1783775913875461953,2026-07-11T20:18:33.875+07:00,0.211,67007,35268,0
1783775913875461954,2026-07-11T20:18:33.875+07:00,0.211,67007,35242,0
1783775913875461955,2026-07-11T20:18:33.875+07:00,0.211,66992,35250,0
1783775913875461956,2026-07-11T20:18:33.875+07:00,0.211,66961,35233,0
1783775913875461957,2026-07-11T20:18:33.875+07:00,0.211,66961,35190,0
1783775913875461958,2026-07-11T20:18:33.875+07:00,0.211,66961,35190,0
1783775913875461959,2026-07-11T20:18:33.875+07:00,0.211,66961,35190,0
1783775913875461960,2026-07-11T20:18:33.875+07:00,0.211,66961,35164,0
1783775913875461961,2026-07-11T20:18:33.875+07:00,0.211,66945,35156,0
1783775913875461962,2026-07-11T20:18:33.875+07:00,0.211,66945,35173,0
1783775913875461963,2026-07-11T20:18:33.875+07:00,0.211,66961,35182,0
1783775913875461964,2026-07-11T20:18:33.875+07:00,0.211,66945,35147,0
1783775913875461965,2026-07-11T20:18:33.875+07:00,0.211,66930,35147,0
1783775913875461966,2026-07-11T20:18:33.875+07:00,0.211,66945,35156,0
1783775913917723107,2026-07-11T20:18:33.917+07:00,0.254,66930,35164,0
