host_timestamp_ns,host_timestamp_iso,elapsed_s,red,infrared,background
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99619,34926,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99619,34951,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99619,34934,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99585,34824,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99636,34892,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99774,35070,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99774,35036,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99740,35036,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99757,35045,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99740,35019,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99740,34993,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99688,34892,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99774,34959,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99895,35113,0
1783265214213973100,2026-07-05T22:26:54.213+07:00,0.050,99843,35053,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,99757,35036,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,99757,35002,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,99653,34968,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,99585,34782,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,99430,34732,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,99378,34749,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,99361,34723,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,99207,34690,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,99020,34548,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,98833,34408,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,98680,34285,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,98478,34204,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,98226,34002,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,98092,33978,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,97992,33914,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,97743,33747,0
1783265214263654600,2026-07-05T22:26:54.263+07:00,0.100,97494,33613,0
1783265214303706400,2026-07-05T22:26:54.303+07:00,0.140,97346,33465,0
1783265214303706400,2026-07-05T22:26:54.303+07:00,0.140,97116,33302,0
1783265214303706400,2026-07-05T22:26:54.303+07:00,0.140,96904,33195,0
1783265214303706400,2026-07-05T22:26:54.303+07:00,0.140,96628,32982,0
1783265214303706400,2026-07-05T22:26:54.303+07:00,0.140,96498,32936,0
