host_timestamp_ns,host_timestamp_iso,pmd_timestamp,ppg0,ppg1,ppg2,ambient
1783419149606181660,2026-07-07T17:12:29.606+07:00,540280728112850830,225493,181570,210286,1330
1783419149624363478,2026-07-07T17:12:29.624+07:00,540280728112850830,225504,181631,210357,1362
1783419149642545296,2026-07-07T17:12:29.642+07:00,540280728112850830,225552,181671,210367,1362
1783419149660727114,2026-07-07T17:12:29.660+07:00,540280728112850830,225564,181705,210418,1382
1783419149678908932,2026-07-07T17:12:29.678+07:00,540280728112850830,225712,181672,210453,1409
1783419149697090750,2026-07-07T17:12:29.697+07:00,540280728112850830,225709,181695,210488,1388
1783419149715272568,2026-07-07T17:12:29.715+07:00,540280728112850830,225773,181733,210493,1393
1783419149733454386,2026-07-07T17:12:29.733+07:00,540280728112850830,225839,181716,210526,1349
1783419149751636204,2026-07-07T17:12:29.751+07:00,540280728112850830,225960,181848,210660,1413
1783419149769818022,2026-07-07T17:12:29.769+07:00,540280728112850830,226018,181882,210765,1428
1783419149787999840,2026-07-07T17:12:29.788+07:00,540280728112850830,226114,181965,210738,1399
1783419149806181658,2026-07-07T17:12:29.806+07:00,540280728112850830,226191,182049,210780,1353
1783419149824363476,2026-07-07T17:12:29.824+07:00,540280728112850830,226198,182079,210810,1302
1783419149842545294,2026-07-07T17:12:29.842+07:00,540280728112850830,226295,182083,210780,1353
1783419149860727112,2026-07-07T17:12:29.860+07:00,540280728112850830,226249,182032,210739,1360
1783419149878908930,2026-07-07T17:12:29.878+07:00,540280728112850830,226209,182022,210715,1334
1783419149897090748,2026-07-07T17:12:29.897+07:00,540280728112850830,226177,182017,210638,1360
1783419149915272566,2026-07-07T17:12:29.915+07:00,540280728112850830,226237,181965,210580,1402
1783419149933454384,2026-07-07T17:12:29.933+07:00,540280728112850830,226131,181914,210480,1384
1783419149951636202,2026-07-07T17:12:29.951+07:00,540280728112850830,226155,181955,210470,1393
1783419149969818020,2026-07-07T17:12:29.969+07:00,540280728112850830,226102,181907,210420,1298
1783419149987999838,2026-07-07T17:12:29.988+07:00,540280728112850830,226186,181941,210433,1407
1783419150006181656,2026-07-07T17:12:30.006+07:00,540280728112850830,226203,181871,210402,1352
1783419150024363474,2026-07-07T17:12:30.024+07:00,540280728112850830,226279,181903,210458,1395
1783419150042545292,2026-07-07T17:12:30.042+07:00,540280728112850830,226308,181960,210474,1446
1783419150060727110,2026-07-07T17:12:30.060+07:00,540280728112850830,226437,181993,210449,1374
1783419150078908928,2026-07-07T17:12:30.078+07:00,540280728112850830,226504,182011,210470,1330
1783419150097090746,2026-07-07T17:12:30.097+07:00,540280728112850830,226612,182130,210524,1377
1783419150115272564,2026-07-07T17:12:30.115+07:00,540280728112850830,226653,182211,210547,1369
1783419150133454382,2026-07-07T17:12:30.133+07:00,540280728112850830,226712,182199,210540,1342
1783419150151636200,2026-07-07T17:12:30.151+07:00,540280728112850830,226721,182261,210540,1433
1783419150169818018,2026-07-07T17:12:30.169+07:00,540280728112850830,226655,182239,210439,1356
1783419150187999836,2026-07-07T17:12:30.188+07:00,540280728112850830,226622,182248,210504,1352
1783419150206181654,2026-07-07T17:12:30.206+07:00,540280728112850830,226643,182313,210451,1399
1783419150224363472,2026-07-07T17:12:30.224+07:00,540280728112850830,226662,182193,210446,1410
1783419150242545290,2026-07-07T17:12:30.242+07:00,540280728112850830,226705,182229,210466,1375
1783419150260727108,2026-07-07T17:12:30.260+07:00,540280728112850830,226621,182236,210419,1380
1783419150278908926,2026-07-07T17:12:30.278+07:00,540280728112850830,226687,182208,210349,1401
1783419150297090744,2026-07-07T17:12:30.297+07:00,540280728112850830,226650,182268,210306,1362
1783419150315272562,2026-07-07T17:12:30.315+07:00,540280728112850830,226644,182303,210359,1373
1783419150333454380,2026-07-07T17:12:30.333+07:00,540280728112850830,226600,182293,210332,1366
1783419150351636198,2026-07-07T17:12:30.351+07:00,540280728112850830,226564,182269,210349,1366
1783419150369818016,2026-07-07T17:12:30.369+07:00,540280728895591753,226546,182134,210244,1374
1783419150387999834,2026-07-07T17:12:30.388+07:00,540280728895591753,226482,182201,210167,1366
1783419150406181652,2026-07-07T17:12:30.406+07:00,540280728895591753,226441,182160,210127,1383
1783419150424363470,2026-07-07T17:12:30.424+07:00,540280728895591753,226366,182169,210137,1408
1783419150442545288,2026-07-07T17:12:30.442+07:00,540280728895591753,226348,182096,210094,1396
1783419150460727106,2026-07-07T17:12:30.460+07:00,540280728895591753,226288,182024,210046,1410
1783419150478908924,2026-07-07T17:12:30.478+07:00,540280728895591753,226274,181973,210080,1358
1783419150497090742,2026-07-07T17:12:30.497+07:00,540280728895591753,226163,181879,210027,1331
1783419150515272560,2026-07-07T17:12:30.515+07:00,540280728895591753,226156,181918,210053,1412
1783419150533454378,2026-07-07T17:12:30.533+07:00,540280728895591753,226029,181824,209938,1360
1783419150551636196,2026-07-07T17:12:30.551+07:00,540280728895591753,226006,181790,209951,1334
1783419150569818014,2026-07-07T17:12:30.569+07:00,540280728895591753,226048,181730,209956,1361
1783419150587999832,2026-07-07T17:12:30.588+07:00,540280728895591753,225958,181638,209880,1315
1783419150606181650,2026-07-07T17:12:30.606+07:00,540280728895591753,225894,181589,209791,1343
1783419150624363468,2026-07-07T17:12:30.624+07:00,540280728895591753,225763,181462,209695,1362
1783419150642545286,2026-07-07T17:12:30.642+07:00,540280728895591753,225682,181398,209620,1343
1783419150660727104,2026-07-07T17:12:30.660+07:00,540280728895591753,225665,181374,209542,1384
1783419150678908922,2026-07-07T17:12:30.678+07:00,540280728895591753,225491,181227,209373,1332
1783419150697090740,2026-07-07T17:12:30.697+07:00,540280728895591753,225391,181082,209297,1407
1783419150715272558,2026-07-07T17:12:30.715+07:00,540280728895591753,225217,181001,209109,1344
1783419150733454376,2026-07-07T17:12:30.733+07:00,540280728895591753,225144,180853,209015,1296
1783419150751636194,2026-07-07T17:12:30.751+07:00,540280728895591753,224975,180709,208846,1332
1783419150769818012,2026-07-07T17:12:30.769+07:00,540280728895591753,224923,180660,208814,1391
1783419150787999830,2026-07-07T17:12:30.788+07:00,540280728895591753,224828,180540,208651,1374
1783419150806181648,2026-07-07T17:12:30.806+07:00,540280728895591753,224659,180473,208592,1354
