host_timestamp_ns,host_timestamp_iso,elapsed_s,red,infrared,background
1783771335958250499,2026-07-11T19:02:15.958+07:00,0.074,98204,37934,0
1783771335958250500,2026-07-11T19:02:15.958+07:00,0.074,99396,40891,0
1783771335958250501,2026-07-11T19:02:15.958+07:00,0.074,99705,41546,0
1783771335958250502,2026-07-11T19:02:15.958+07:00,0.074,99774,41739,0
1783771335958250503,2026-07-11T19:02:15.958+07:00,0.074,99843,41823,0
1783771335958250504,2026-07-11T19:02:15.958+07:00,0.074,99826,41854,0
1783771335958250505,2026-07-11T19:02:15.958+07:00,0.074,99895,41890,0
1783771335958250506,2026-07-11T19:02:15.958+07:00,0.074,99947,41933,0
1783771335958250507,2026-07-11T19:02:15.958+07:00,0.074,99982,41951,0
1783771335958250508,2026-07-11T19:02:15.958+07:00,0.074,100017,41958,0
1783771335958250509,2026-07-11T19:02:15.958+07:00,0.074,100017,41970,0
1783771335958250510,2026-07-11T19:02:15.958+07:00,0.074,100034,41964,0
1783771335958250511,2026-07-11T19:02:15.958+07:00,0.074,100069,41988,0
1783771335958250512,2026-07-11T19:02:15.958+07:00,0.074,100086,41994,0
1783771335958250513,2026-07-11T19:02:15.958+07:00,0.074,100139,42019,0
1783771335958250514,2026-07-11T19:02:15.958+07:00,0.074,100121,42007,0
1783771335958250515,2026-07-11T19:02:15.958+07:00,0.074,100156,42049,0
1783771336000746269,2026-07-11T19:02:16.000+07:00,0.116,100173,42062,0
1783771336000746270,2026-07-11T19:02:16.000+07:00,0.116,100208,42068,0
1783771336000746271,2026-07-11T19:02:16.000+07:00,0.116,100208,42074,0
1783771336000746272,2026-07-11T19:02:16.000+07:00,0.116,100261,42086,0
1783771336000746273,2026-07-11T19:02:16.000+07:00,0.116,100278,42080,0
1783771336000746274,2026-07-11T19:02:16.000+07:00,0.116,100278,42092,0
1783771336000746275,2026-07-11T19:02:16.000+07:00,0.116,100313,42129,0
1783771336000746276,2026-07-11T19:02:16.000+07:00,0.116,100348,42148,0
1783771336000746277,2026-07-11T19:02:16.000+07:00,0.116,100383,42154,0
1783771336000746278,2026-07-11T19:02:16.000+07:00,0.116,100383,42166,0
1783771336000746279,2026-07-11T19:02:16.000+07:00,0.116,100418,42191,0
1783771336000746280,2026-07-11T19:02:16.000+07:00,0.116,100453,42203,0
1783771336000746281,2026-07-11T19:02:16.000+07:00,0.116,100435,42191,0
1783771336000746282,2026-07-11T19:02:16.000+07:00,0.116,100435,42216,0
1783771336000746283,2026-07-11T19:02:16.000+07:00,0.116,100470,42234,0
1783771336000746284,2026-07-11T19:02:16.000+07:00,0.116,100523,42234,0
1783771336000746285,2026-07-11T19:02:16.000+07:00,0.116,100506,42278,0
1783771336043961315,2026-07-11T19:02:16.043+07:00,0.159,100541,42259,0
1783771336043961316,2026-07-11T19:02:16.043+07:00,0.159,100558,42284,0
1783771336043961317,2026-07-11T19:02:16.043+07:00,0.159,100576,42290,0
1783771336043961318,2026-07-11T19:02:16.043+07:00,0.159,100558,42296,0
1783771336043961319,2026-07-11T19:02:16.043+07:00,0.159,100611,42340,0
1783771336043961320,2026-07-11T19:02:16.043+07:00,0.159,100611,42321,0
1783771336043961321,2026-07-11T19:02:16.043+07:00,0.159,100646,42340,0
1783771336043961322,2026-07-11T19:02:16.043+07:00,0.159,100664,42352,0
1783771336043961323,2026-07-11T19:02:16.043+07:00,0.159,100681,42365,0
1783771336043961324,2026-07-11T19:02:16.043+07:00,0.159,100664,42365,0
1783771336043961325,2026-07-11T19:02:16.043+07:00,0.159,100699,42352,0
1783771336043961326,2026-07-11T19:02:16.043+07:00,0.159,100664,42352,0
1783771336043961327,2026-07-11T19:02:16.043+07:00,0.159,100699,42365,0
1783771336043961328,2026-07-11T19:02:16.043+07:00,0.159,100699,42340,0
1783771336043961329,2026-07-11T19:02:16.043+07:00,0.159,100681,42346,0
1783771336043961330,2026-07-11T19:02:16.043+07:00,0.159,100664,42321,0
1783771336043961331,2026-07-11T19:02:16.043+07:00,0.159,100646,42303,0
1783771336080580479,2026-07-11T19:02:16.080+07:00,0.196,100593,42259,0
1783771336080580480,2026-07-11T19:02:16.080+07:00,0.196,100576,42203,0
1783771336080580481,2026-07-11T19:02:16.080+07:00,0.196,100488,42179,0
1783771336080580482,2026-07-11T19:02:16.080+07:00,0.196,100488,42123,0
