host_timestamp_ns,host_timestamp_iso,elapsed_s,red,infrared,background
1783771271889732706,2026-07-11T19:01:11.889+07:00,0.052,98248,37597,0
1783771271889732707,2026-07-11T19:01:11.889+07:00,0.052,99224,40251,0
1783771271889732708,2026-07-11T19:01:11.889+07:00,0.052,99464,40874,0
1783771271889732709,2026-07-11T19:01:11.889+07:00,0.052,99533,41060,0
1783771271889732710,2026-07-11T19:01:11.889+07:00,0.052,99567,41125,0
1783771271889732711,2026-07-11T19:01:11.889+07:00,0.052,99602,41166,0
1783771271889732712,2026-07-11T19:01:11.889+07:00,0.052,99602,41195,0
1783771271889732713,2026-07-11T19:01:11.889+07:00,0.052,99636,41207,0
1783771271889732714,2026-07-11T19:01:11.889+07:00,0.052,99688,41225,0
1783771271889732715,2026-07-11T19:01:11.889+07:00,0.052,99705,41207,0
1783771271889732716,2026-07-11T19:01:11.889+07:00,0.052,99688,41225,0
1783771271889732717,2026-07-11T19:01:11.889+07:00,0.052,99705,41219,0
1783771271889732718,2026-07-11T19:01:11.889+07:00,0.052,99757,41219,0
1783771271889732719,2026-07-11T19:01:11.889+07:00,0.052,99740,41248,0
1783771271889732720,2026-07-11T19:01:11.889+07:00,0.052,99792,41266,0
1783771271889732721,2026-07-11T19:01:11.889+07:00,0.052,99792,41266,0
1783771271889732722,2026-07-11T19:01:11.889+07:00,0.052,99826,41278,0
1783771271932282267,2026-07-11T19:01:11.932+07:00,0.095,99843,41254,0
1783771271932282268,2026-07-11T19:01:11.932+07:00,0.095,99861,41272,0
1783771271932282269,2026-07-11T19:01:11.932+07:00,0.095,99861,41278,0
1783771271932282270,2026-07-11T19:01:11.932+07:00,0.095,99878,41290,0
1783771271932282271,2026-07-11T19:01:11.932+07:00,0.095,99826,41314,0
1783771271932282272,2026-07-11T19:01:11.932+07:00,0.095,99930,41325,0
1783771271932282273,2026-07-11T19:01:11.932+07:00,0.095,99913,41331,0
1783771271932282274,2026-07-11T19:01:11.932+07:00,0.095,99947,41337,0
1783771271932282275,2026-07-11T19:01:11.932+07:00,0.095,99947,41337,0
1783771271932282276,2026-07-11T19:01:11.932+07:00,0.095,99982,41349,0
1783771271932282277,2026-07-11T19:01:11.932+07:00,0.095,99965,41361,0
1783771271932282278,2026-07-11T19:01:11.932+07:00,0.095,99982,41349,0
1783771271932282279,2026-07-11T19:01:11.932+07:00,0.095,100000,41379,0
1783771271932282280,2026-07-11T19:01:11.932+07:00,0.095,100017,41373,0
1783771271932282281,2026-07-11T19:01:11.932+07:00,0.095,100034,41385,0
1783771271932282282,2026-07-11T19:01:11.932+07:00,0.095,100034,41373,0
1783771271932282283,2026-07-11T19:01:11.932+07:00,0.095,100017,41361,0
1783771271969880497,2026-07-11T19:01:11.969+07:00,0.132,100000,41343,0
1783771271969880498,2026-07-11T19:01:11.969+07:00,0.132,99982,41314,0
1783771271969880499,2026-07-11T19:01:11.969+07:00,0.132,99947,41290,0
1783771271969880500,2026-07-11T19:01:11.969+07:00,0.132,99930,41296,0
1783771271969880501,2026-07-11T19:01:11.969+07:00,0.132,99895,41248,0
1783771271969880502,2026-07-11T19:01:11.969+07:00,0.132,99826,41213,0
1783771271969880503,2026-07-11T19:01:11.969+07:00,0.132,99792,41172,0
1783771271969880504,2026-07-11T19:01:11.969+07:00,0.132,99722,41107,0
1783771271969880505,2026-07-11T19:01:11.969+07:00,0.132,99688,41054,0
1783771271969880506,2026-07-11T19:01:11.969+07:00,0.132,99602,40990,0
1783771271969880507,2026-07-11T19:01:11.969+07:00,0.132,99516,40932,0
1783771271969880508,2026-07-11T19:01:11.969+07:00,0.132,99481,40880,0
1783771271969880509,2026-07-11T19:01:11.969+07:00,0.132,99430,40851,0
1783771271969880510,2026-07-11T19:01:11.969+07:00,0.132,99361,40798,0
1783771271969880511,2026-07-11T19:01:11.969+07:00,0.132,99327,40741,0
1783771272012322270,2026-07-11T19:01:12.012+07:00,0.175,99259,40695,0
1783771272012322271,2026-07-11T19:01:12.012+07:00,0.175,99207,40649,0
1783771272012322272,2026-07-11T19:01:12.012+07:00,0.175,99156,40574,0
1783771272012322273,2026-07-11T19:01:12.012+07:00,0.175,99088,40523,0
1783771272012322274,2026-07-11T19:01:12.012+07:00,0.175,99054,40500,0
1783771272012322275,2026-07-11T19:01:12.012+07:00,0.175,99054,40472,0
1783771272012322276,2026-07-11T19:01:12.012+07:00,0.175,99003,40432,0
1783771272012322277,2026-07-11T19:01:12.012+07:00,0.175,98952,40392,0
1783771272012322278,2026-07-11T19:01:12.012+07:00,0.175,98918,40370,0
1783771272012322279,2026-07-11T19:01:12.012+07:00,0.175,98901,40347,0
1783771272012322280,2026-07-11T19:01:12.012+07:00,0.175,98884,40319,0
1783771272012322281,2026-07-11T19:01:12.012+07:00,0.175,98833,40290,0
1783771272012322282,2026-07-11T19:01:12.012+07:00,0.175,98867,40290,0
1783771272012322283,2026-07-11T19:01:12.012+07:00,0.175,98850,40268,0
1783771272012322284,2026-07-11T19:01:12.012+07:00,0.175,98850,40274,0
1783771272012322285,2026-07-11T19:01:12.012+07:00,0.175,98816,40251,0
