host_timestamp_ns,host_timestamp_iso,elapsed_s,red,infrared,background
1783266266449042300,2026-07-05T22:44:26.449+07:00,0.085,662309,682975,0
1783266266449042301,2026-07-05T22:44:26.449+07:00,0.085,1150274,1150274,0
1783266266449042302,2026-07-05T22:44:26.449+07:00,0.085,1150561,1150274,0
1783266266449042303,2026-07-05T22:44:26.449+07:00,0.085,1150561,1150561,0
1783266266449042304,2026-07-05T22:44:26.449+07:00,0.085,1150274,1150561,0
1783266266449042305,2026-07-05T22:44:26.449+07:00,0.085,1149700,1150274,0
1783266266449042306,2026-07-05T22:44:26.449+07:00,0.085,1149987,1150274,0
1783266266449042307,2026-07-05T22:44:26.449+07:00,0.085,1150274,1150274,0
1783266266449042308,2026-07-05T22:44:26.449+07:00,0.085,1149987,1150274,0
1783266266449042309,2026-07-05T22:44:26.449+07:00,0.085,1149987,1150274,0
1783266266449042310,2026-07-05T22:44:26.449+07:00,0.085,1149987,1150561,0
1783266266449042311,2026-07-05T22:44:26.449+07:00,0.085,1150274,1150274,0
1783266266449042312,2026-07-05T22:44:26.449+07:00,0.085,1150561,1150274,0
1783266266449042313,2026-07-05T22:44:26.449+07:00,0.085,1150274,1150561,0
1783266266449042314,2026-07-05T22:44:26.449+07:00,0.085,1150274,1150561,0
1783266266449042315,2026-07-05T22:44:26.449+07:00,0.085,1150561,1150274,0
1783266266449042316,2026-07-05T22:44:26.449+07:00,0.085,1150561,1150561,0
1783266266487431317,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150274,0
1783266266487431318,2026-07-05T22:44:26.487+07:00,0.123,1149987,1150274,0
1783266266487431319,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150274,0
1783266266487431320,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150561,0
1783266266487431321,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150274,0
1783266266487431322,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150274,0
1783266266487431323,2026-07-05T22:44:26.487+07:00,0.123,1150561,1149987,0
1783266266487431324,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150561,0
1783266266487431325,2026-07-05T22:44:26.487+07:00,0.123,1149987,1149987,0
1783266266487431326,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150274,0
1783266266487431327,2026-07-05T22:44:26.487+07:00,0.123,1149987,1150274,0
1783266266487431328,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150274,0
1783266266487431329,2026-07-05T22:44:26.487+07:00,0.123,1149987,1150561,0
1783266266487431330,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150561,0
1783266266487431331,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150274,0
1783266266487431332,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150274,0
1783266266487431333,2026-07-05T22:44:26.487+07:00,0.123,1150274,1150561,0
1783266266529262034,2026-07-05T22:44:26.529+07:00,0.165,1150274,1150274,0
1783266266529262035,2026-07-05T22:44:26.529+07:00,0.165,1150274,1150274,0
1783266266529262036,2026-07-05T22:44:26.529+07:00,0.165,1150561,1150274,0
1783266266529262037,2026-07-05T22:44:26.529+07:00,0.165,1150274,1149987,0
1783266266529262038,2026-07-05T22:44:26.529+07:00,0.165,1150274,1150274,0
1783266266529262039,2026-07-05T22:44:26.529+07:00,0.165,1150274,1150274,0
1783266266529262040,2026-07-05T22:44:26.529+07:00,0.165,1149987,1150274,0
1783266266529262041,2026-07-05T22:44:26.529+07:00,0.165,1150274,1150561,0
1783266266529262042,2026-07-05T22:44:26.529+07:00,0.165,1150274,1150274,0
1783266266529262043,2026-07-05T22:44:26.529+07:00,0.165,1150274,1150274,0
1783266266529262044,2026-07-05T22:44:26.529+07:00,0.165,1150274,1150274,0
1783266266529262045,2026-07-05T22:44:26.529+07:00,0.165,1150274,1150274,0
1783266266529262046,2026-07-05T22:44:26.529+07:00,0.165,1150561,1150274,0
