host_timestamp_ns,host_timestamp_iso,pmd_timestamp,ppg0,ppg1,ppg2,ambient
1784138573364311700,2026-07-16T01:02:53.364+07:00,837453772032232963,398096,507631,475700,172747
1784138573382493518,2026-07-16T01:02:53.382+07:00,837453772032232963,398188,507649,475788,172828
1784138573400675336,2026-07-16T01:02:53.400+07:00,837453772032232963,398212,507739,475862,172703
1784138573418857154,2026-07-16T01:02:53.418+07:00,837453772032232963,398265,507877,475958,172736
1784138573437038972,2026-07-16T01:02:53.437+07:00,837453772032232963,398250,507937,475998,172802
1784138573455220790,2026-07-16T01:02:53.455+07:00,837453772032232963,398272,507931,476024,172745
1784138573473402608,2026-07-16T01:02:53.473+07:00,837453772032232963,398258,507922,475981,172781
1784138573491584426,2026-07-16T01:02:53.491+07:00,837453772032232963,398199,507878,475927,172775
1784138573509766244,2026-07-16T01:02:53.509+07:00,837453772032232963,398129,507715,475887,172766
1784138573527948062,2026-07-16T01:02:53.527+07:00,837453772032232963,398099,507586,475767,172785
1784138573546129880,2026-07-16T01:02:53.546+07:00,837453772032232963,397984,507541,475810,172776
1784138573564311698,2026-07-16T01:02:53.564+07:00,837453772032232963,397974,507459,475800,172777
1784138573582493516,2026-07-16T01:02:53.582+07:00,837453772032232963,397945,507282,475725,172764
1784138573600675334,2026-07-16T01:02:53.600+07:00,837453772032232963,397823,507203,475607,172741
1784138573618857152,2026-07-16T01:02:53.618+07:00,837453772032232963,397749,507152,475608,172795
1784138573637038970,2026-07-16T01:02:53.637+07:00,837453772032232963,397715,507064,475575,172779
1784138573655220788,2026-07-16T01:02:53.655+07:00,837453772032232963,397665,506993,475536,172787
1784138573673402606,2026-07-16T01:02:53.673+07:00,837453772032232963,397608,506929,475518,172787
1784138573691584424,2026-07-16T01:02:53.691+07:00,837453772032232963,397664,506962,475567,172815
1784138573709766242,2026-07-16T01:02:53.709+07:00,837453772032232963,397596,506866,475518,172776
1784138573727948060,2026-07-16T01:02:53.727+07:00,837453772032232963,397563,506876,475463,172798
1784138573746129878,2026-07-16T01:02:53.746+07:00,837453772032232963,397553,506819,475473,172753
1784138573764311696,2026-07-16T01:02:53.764+07:00,837453772032232963,397477,506788,475481,172758
1784138573782493514,2026-07-16T01:02:53.782+07:00,837453772032232963,397488,506822,475448,172711
1784138573800675332,2026-07-16T01:02:53.800+07:00,837453772032232963,397473,506748,475472,172733
1784138573818857150,2026-07-16T01:02:53.818+07:00,837453772032232963,397444,506764,475410,172736
1784138573837038968,2026-07-16T01:02:53.837+07:00,837453772032232963,397372,506730,475461,172767
1784138573855220786,2026-07-16T01:02:53.855+07:00,837453772032232963,397353,506715,475465,172768
1784138573873402604,2026-07-16T01:02:53.873+07:00,837453772032232963,397357,506679,475415,172761
1784138573891584422,2026-07-16T01:02:53.891+07:00,837453772032232963,397369,506716,475459,172774
1784138573909766240,2026-07-16T01:02:53.909+07:00,837453772032232963,397337,506723,475432,172724
1784138573927948058,2026-07-16T01:02:53.927+07:00,837453772032232963,397339,506749,475449,172730
1784138573946129876,2026-07-16T01:02:53.946+07:00,837453772032232963,397419,506835,475455,172775
1784138573964311694,2026-07-16T01:02:53.964+07:00,837453772032232963,397423,506810,475517,172730
1784138573982493512,2026-07-16T01:02:53.982+07:00,837453772032232963,397392,506822,475562,172725
1784138574000675330,2026-07-16T01:02:54.000+07:00,837453772032232963,397465,506879,475588,172706
1784138574018857148,2026-07-16T01:02:54.018+07:00,837453772032232963,397499,506907,475731,172784
1784138574037038966,2026-07-16T01:02:54.037+07:00,837453772032232963,397525,506854,475702,172737
1784138574055220784,2026-07-16T01:02:54.055+07:00,837453772032232963,397524,507000,475725,172694
1784138574073402602,2026-07-16T01:02:54.073+07:00,837453772032232963,397526,507012,475716,172689
1784138574091584420,2026-07-16T01:02:54.091+07:00,837453772032232963,397597,507088,475747,172716
1784138574109766238,2026-07-16T01:02:54.109+07:00,837453772032232963,397642,507073,475797,172732
1784138574127948056,2026-07-16T01:02:54.127+07:00,837453772032232963,397686,507126,475852,172751
1784138574146129874,2026-07-16T01:02:54.146+07:00,837453772796513547,397697,507199,475885,172737
1784138574164311692,2026-07-16T01:02:54.164+07:00,837453772796513547,397726,507251,475933,172687
1784138574182493510,2026-07-16T01:02:54.182+07:00,837453772796513547,397802,507364,475987,172746
1784138574200675328,2026-07-16T01:02:54.200+07:00,837453772796513547,397865,507464,476075,172789
1784138574218857146,2026-07-16T01:02:54.218+07:00,837453772796513547,397851,507453,476082,172764
1784138574237038964,2026-07-16T01:02:54.237+07:00,837453772796513547,397886,507499,476083,172778
1784138574255220782,2026-07-16T01:02:54.255+07:00,837453772796513547,397898,507638,476134,172710
1784138574273402600,2026-07-16T01:02:54.273+07:00,837453772796513547,397952,507683,476214,172751
