host_timestamp_ns,host_timestamp_iso,pmd_timestamp,ppg0,ppg1,ppg2,ambient
1783333582664069897,2026-07-06T17:26:22.664+07:00,540195162328070571,166708,186830,135932,1273
1783333582682251715,2026-07-06T17:26:22.682+07:00,540195162328070571,166674,186873,135931,1266
1783333582700433533,2026-07-06T17:26:22.700+07:00,540195162328070571,166751,186932,135980,1284
1783333582718615351,2026-07-06T17:26:22.718+07:00,540195162328070571,166820,186944,136015,1252
1783333582736797169,2026-07-06T17:26:22.736+07:00,540195162328070571,166905,187028,136078,1256
1783333582754978987,2026-07-06T17:26:22.754+07:00,540195162328070571,166968,187121,136104,1247
1783333582773160805,2026-07-06T17:26:22.773+07:00,540195162328070571,166963,187183,136214,1314
1783333582791342623,2026-07-06T17:26:22.791+07:00,540195162328070571,167015,187215,136245,1251
1783333582809524441,2026-07-06T17:26:22.809+07:00,540195162328070571,167141,187343,136338,1255
1783333582827706259,2026-07-06T17:26:22.827+07:00,540195162328070571,167162,187337,136372,1253
1783333582845888077,2026-07-06T17:26:22.845+07:00,540195162328070571,167120,187273,136252,1223
1783333582864069895,2026-07-06T17:26:22.864+07:00,540195162328070571,167093,187254,136278,1258
1783333582882251713,2026-07-06T17:26:22.882+07:00,540195162328070571,167014,187169,136180,1258
1783333582900433531,2026-07-06T17:26:22.900+07:00,540195162328070571,166927,187049,136192,1286
1783333582918615349,2026-07-06T17:26:22.918+07:00,540195162328070571,166789,186912,136093,1279
1783333582936797167,2026-07-06T17:26:22.936+07:00,540195162328070571,166749,186821,136023,1274
1783333582954978985,2026-07-06T17:26:22.954+07:00,540195162328070571,166703,186756,135969,1283
1783333582973160803,2026-07-06T17:26:22.973+07:00,540195162328070571,166626,186613,135919,1297
1783333582991342621,2026-07-06T17:26:22.991+07:00,540195162328070571,166518,186552,135902,1249
1783333583009524439,2026-07-06T17:26:23.009+07:00,540195162328070571,166551,186493,135852,1267
1783333583027706257,2026-07-06T17:26:23.027+07:00,540195162328070571,166536,186462,135804,1263
1783333583045888075,2026-07-06T17:26:23.045+07:00,540195162328070571,166501,186443,135828,1239
1783333583064069893,2026-07-06T17:26:23.064+07:00,540195162328070571,166501,186473,135844,1301
1783333583082251711,2026-07-06T17:26:23.082+07:00,540195162328070571,166540,186409,135804,1240
1783333583100433529,2026-07-06T17:26:23.100+07:00,540195162328070571,166564,186402,135807,1266
1783333583118615347,2026-07-06T17:26:23.118+07:00,540195162328070571,166583,186442,135856,1304
1783333583136797165,2026-07-06T17:26:23.136+07:00,540195162328070571,166606,186527,135859,1299
1783333583154978983,2026-07-06T17:26:23.154+07:00,540195162328070571,166644,186487,135937,1267
1783333583173160801,2026-07-06T17:26:23.173+07:00,540195162328070571,166681,186520,135925,1224
1783333583191342619,2026-07-06T17:26:23.191+07:00,540195162328070571,166745,186544,135906,1207
1783333583209524437,2026-07-06T17:26:23.209+07:00,540195162328070571,166683,186584,135960,1258
1783333583227706255,2026-07-06T17:26:23.227+07:00,540195162328070571,166697,186557,135905,1265
1783333583245888073,2026-07-06T17:26:23.245+07:00,540195162328070571,166822,186598,136036,1294
1783333583264069891,2026-07-06T17:26:23.264+07:00,540195162328070571,166826,186595,136016,1246
1783333583282251709,2026-07-06T17:26:23.282+07:00,540195162328070571,166962,186708,136124,1299
1783333583300433527,2026-07-06T17:26:23.300+07:00,540195162328070571,167017,186746,136130,1302
1783333583318615345,2026-07-06T17:26:23.318+07:00,540195162328070571,167036,186879,136236,1330
1783333583336797163,2026-07-06T17:26:23.336+07:00,540195162328070571,167166,186949,136325,1314
1783333583354978981,2026-07-06T17:26:23.354+07:00,540195162328070571,167188,187023,136283,1269
1783333583373160799,2026-07-06T17:26:23.373+07:00,540195162328070571,167260,187071,136382,1247
1783333583391342617,2026-07-06T17:26:23.391+07:00,540195162328070571,167284,187149,136438,1248
1783333583409524435,2026-07-06T17:26:23.409+07:00,540195162328070571,167381,187201,136520,1240
1783333583427706253,2026-07-06T17:26:23.427+07:00,540195162328070571,167393,187197,136513,1189
1783333583445888071,2026-07-06T17:26:23.445+07:00,540195163110675688,167532,187307,136621,1223
1783333583464069889,2026-07-06T17:26:23.464+07:00,540195163110675688,167664,187425,136745,1221
1783333583482251707,2026-07-06T17:26:23.482+07:00,540195163110675688,167710,187501,136765,1216
1783333583500433525,2026-07-06T17:26:23.500+07:00,540195163110675688,167841,187707,136853,1277
1783333583518615343,2026-07-06T17:26:23.518+07:00,540195163110675688,167914,187696,136929,1228
1783333583536797161,2026-07-06T17:26:23.536+07:00,540195163110675688,168017,187793,136971,1263
1783333583554978979,2026-07-06T17:26:23.554+07:00,540195163110675688,168074,187990,137136,1279
1783333583573160797,2026-07-06T17:26:23.573+07:00,540195163110675688,168091,187887,137080,1317
1783333583591342615,2026-07-06T17:26:23.591+07:00,540195163110675688,168014,187860,137068,1263
1783333583609524433,2026-07-06T17:26:23.609+07:00,540195163110675688,168065,187883,137055,1326
1783333583627706251,2026-07-06T17:26:23.627+07:00,540195163110675688,167997,187781,136965,1307
1783333583645888069,2026-07-06T17:26:23.645+07:00,540195163110675688,167933,187675,136910,1319
1783333583664069887,2026-07-06T17:26:23.664+07:00,540195163110675688,167872,187555,136898,1239
1783333583682251705,2026-07-06T17:26:23.682+07:00,540195163110675688,167799,187527,136847,1263
1783333583700433523,2026-07-06T17:26:23.700+07:00,540195163110675688,167782,187478,136895,1296
1783333583718615341,2026-07-06T17:26:23.718+07:00,540195163110675688,167798,187415,136879,1237
1783333583736797159,2026-07-06T17:26:23.736+07:00,540195163110675688,167789,187408,136870,1223
1783333583754978977,2026-07-06T17:26:23.754+07:00,540195163110675688,167761,187389,136863,1215
1783333583773160795,2026-07-06T17:26:23.773+07:00,540195163110675688,167794,187429,136926,1265
