,red_Mean_NN,red_Median_NN,red_Heart_Rate,red_Mean_HR,red_SDNN,red_SDSD,red_RMSSD,red_NN_Count,red_SD1,red_SD2,red_SD1_SD2,infrared_Mean_NN,infrared_Median_NN,infrared_Heart_Rate,infrared_Mean_HR,infrared_SDNN,infrared_SDSD,infrared_RMSSD,infrared_NN_Count,infrared_SD1,infrared_SD2,infrared_SD1_SD2,ppg0_Mean_NN,ppg0_Median_NN,ppg0_Heart_Rate,ppg0_Mean_HR,ppg0_SDNN,ppg0_SDSD,ppg0_RMSSD,ppg0_NN_Count,ppg0_SD1,ppg0_SD2,ppg0_SD1_SD2,ppg1_Mean_NN,ppg1_Median_NN,ppg1_Heart_Rate,ppg1_Mean_HR,ppg1_SDNN,ppg1_SDSD,ppg1_RMSSD,ppg1_NN_Count,ppg1_SD1,ppg1_SD2,ppg1_SD1_SD2,ppg2_Mean_NN,ppg2_Median_NN,ppg2_Heart_Rate,ppg2_Mean_HR,ppg2_SDNN,ppg2_SDSD,ppg2_RMSSD,ppg2_NN_Count,ppg2_SD1,ppg2_SD2,ppg2_SD1_SD2
red_Mean_NN,1.0,0.8886185689892078,-0.27525191921505987,-0.9721087443692195,0.928032565970422,0.932477360454279,0.9320062090446393,-0.9805826261644955,0.9324773604542785,0.9228782898633612,0.5472777949839444,0.9599119904173629,0.7835579532089245,-0.24232063272916024,-0.873016876526798,0.8312935561269559,0.8520203499507838,0.851038576687142,-0.924792029228646,0.8520203499507842,0.8187700572647294,0.5323421904758738,0.49173235115595676,0.23152202214934753,-0.043982792391324875,-0.5427634875639376,0.18851656206889844,0.23472835648569465,0.2344288861671959,-0.4477630451796348,0.2347283564856947,0.17269697023634825,0.24046265590121402,0.521199223469482,0.47610006385226755,-0.15315791196077658,-0.5404334334716956,0.3113862418318547,0.3467718867630268,0.34635590028346014,-0.4852400896870069,0.3467718867630264,0.29722129653881474,0.13981653422509974,0.6920500425107466,0.6785744983369298,-0.1070174607638025,-0.717947519692811,0.26956791527660345,0.29620392814892277,0.2954524748959873,-0.6211309315093455,0.29620392814892194,0.25816875761773006,0.11292760958508356
red_Median_NN,0.8886185689892078,1.0,-0.25586088036669274,-0.9246071023019392,0.7321756470806573,0.739123773264941,0.7386100210522946,-0.9366961866269456,0.7391237732649409,0.726929467828607,0.48672407195778705,0.8743852205330389,0.8547083049494194,-0.2411247853288718,-0.8572971010244299,0.6751163785233737,0.7010592194408286,0.7001405563474958,-0.9006004815583888,0.7010592194408286,0.6612857983055643,0.5213010801055411,0.3472017377712637,0.1738756057998135,-0.05676581941858388,-0.43010790280136507,0.05031154176423302,0.09852193263062811,0.09828836884937893,-0.3151758856488967,0.0985219326306283,0.0348790728714386,0.24398428885042894,0.34221718126698314,0.340715429285038,-0.12036531658143856,-0.3867043966570745,0.13178034657740095,0.16862523921936232,0.16829168755214555,-0.3168550850267806,0.1686252392193606,0.11931427025671683,0.12536522579215845,0.5271442800617238,0.5708129330544144,-0.09985247656348611,-0.5776753307082155,0.12071221039924049,0.1496888868473849,0.14905029345122578,-0.46486031115654575,0.14968888684738468,0.11045528438737529,0.1236332286705849
red_Heart_Rate,-0.27525191921505987,-0.25586088036669274,1.0,0.2781748636603723,-0.24018862566432803,-0.24470896943748358,-0.24450540226195824,0.26623223408218344,-0.24470896943748355,-0.2375421026484364,-0.16076308276039536,-0.2681196044579371,-0.24137329589040452,0.19981298508372797,0.26812188600942344,-0.19241413667257695,-0.207495002116922,-0.20702509362504165,0.25278061171695704,-0.207495002116922,-0.18542333912369596,-0.18207374162363277,-0.1619300722661876,-0.07944433071065254,0.048753181167897855,0.1835325007750909,-0.05673762632155108,-0.06397383253414243,-0.06385218541460644,0.1674204966124914,-0.06397383253414272,-0.05402458091180994,-0.04142696908801083,-0.17280687266525163,-0.17137951276132452,0.056655636525176786,0.1804148126979111,-0.09781409402749455,-0.11443617884231465,-0.11426819885387107,0.175142493671487,-0.1144361788423147,-0.09177301601874115,-0.0650695013861196,-0.21683302649437486,-0.19717459894293285,0.04425430706884,0.23433543031815576,-0.0626898295304412,-0.07124191981753314,-0.07095669734127842,0.21691011333352306,-0.0712419198175325,-0.05933483311636939,-0.03454270900781693
red_Mean_HR,-0.9721087443692195,-0.9246071023019392,0.2781748636603723,1.0,-0.8331506005579121,-0.8421206158530565,-0.8414474127458588,0.9699675629402008,-0.8421206158530568,-0.826614145144017,-0.5227436187710888,-0.942799555307683,-0.8199585938275642,0.2608397538826137,0.8995568462247049,-0.7612983237005216,-0.7902311858018949,-0.7891181533559399,0.9191385470453285,-0.7902311858018951,-0.7457932571407416,-0.549305649042714,-0.4635327678873147,-0.22724008984247032,0.04825059488911557,0.5358514872836351,-0.12722457989508754,-0.18142539900408275,-0.18110908037567122,0.42685958673645846,-0.18142539900408297,-0.10934356421628434,-0.28330512846955147,-0.48944637261809637,-0.4577298963243546,0.15448699686645795,0.5221434166048842,-0.2498576400141934,-0.2931462847328729,-0.2927031825866209,0.4582671935367928,-0.29314628473287163,-0.2339054961583106,-0.1743628154444934,-0.6578807855867634,-0.6736270603438524,0.11970377225802857,0.7000619709600254,-0.20417985330044022,-0.24278830390869077,-0.24202447286414913,0.5932826300583725,-0.24278830390868972,-0.18992101811870685,-0.16625154576890958
red_SDNN,0.928032565970422,0.7321756470806573,-0.24018862566432803,-0.8331506005579121,1.0,0.993030274202372,0.9930572377479235,-0.895692400540016,0.9930302742023736,0.9989736857400396,0.5141656559993284,0.8603467489258458,0.6201502939770398,-0.1778517184076058,-0.7209903641912512,0.8341400199761517,0.8400965260174413,0.8394438143739401,-0.8125692853859051,0.8400965260174411,0.8276595457741951,0.44526164753354613,0.46162570236373807,0.22616198709027388,-0.032633722043153235,-0.47534153632396847,0.24515570801867254,0.2733036331584293,0.27306742555565844,-0.4123940873894438,0.2733036331584302,0.23465551438609697,0.14799039005000705,0.4862384278294571,0.4304070477763324,-0.13231866657748592,-0.48399414922015815,0.3410028074479908,0.3589403577947551,0.3586215769496375,-0.44852982525558976,0.3589403577947545,0.33185672331396576,0.07013929851106708,0.6340918342631151,0.5607797444576045,-0.07843863918822469,-0.6265254185777348,0.3347493559610632,0.34681862560733806,0.34621557366938016,-0.5649966022312132,0.3468186256073374,0.32701684872708414,0.051479624054690754
red_SDSD,0.932477360454279,0.739123773264941,-0.24470896943748358,-0.8421206158530565,0.993030274202372,1.0,0.9999984990628459,-0.8954284533896646,0.9999999999999992,0.9866787177745626,0.6060359588034632,0.8722319463724378,0.6322584656933513,-0.19221557620472843,-0.7376810329409432,0.8365102592171274,0.8450493688716622,0.8443230881485523,-0.8214086062609757,0.8450493688716626,0.8289199358959715,0.4525545352054341,0.4663110100850376,0.22763547242564794,-0.032074608752528724,-0.4846487436187237,0.23790056050133124,0.2657033158355528,0.2654560495437834,-0.41526423485817204,0.2657033158355537,0.2275360267244019,0.14692704879836793,0.49153284960020127,0.44827509372580243,-0.1365702264317144,-0.49228651185437755,0.33898342380877045,0.35769313645445777,0.35736581112739463,-0.4525251970222566,0.35769313645445666,0.3295815499627049,0.0730554738666137,0.6389438112801208,0.5650691502909004,-0.08283719049292855,-0.6340714644585038,0.328622809204217,0.33962070809349376,0.33900062941394954,-0.5677237406273833,0.3396207080934926,0.3212585945579312,0.04833660962287762
red_RMSSD,0.9320062090446393,0.7386100210522946,-0.24450540226195824,-0.8414474127458588,0.9930572377479235,0.9999984990628459,1.0,-0.895068702991521,0.9999984990628463,0.9867175756175108,0.606087717895114,0.8716985234275604,0.6316694801190131,-0.1919577943943501,-0.7369721405688048,0.8363539338392983,0.8448303337704507,0.8441060607568281,-0.8209443952897512,0.8448303337704508,0.8287900632360119,0.452177652048402,0.4659113172332146,0.22755843708456364,-0.03204060300442499,-0.48411596084337716,0.2379511451849522,0.2656885039747839,0.2654416505020047,-0.41487290461368415,0.26568850397478444,0.22760695910064652,0.1465659583658399,0.4911028218147083,0.44797447942309143,-0.13646724488246634,-0.49178056256094477,0.33888831409356807,0.35747549606719825,0.3571487432458248,-0.45211711053433845,0.35747549606719814,0.32952524267742245,0.07253801073638207,0.6384252739612123,0.56455939170266,-0.08272231151350011,-0.6334511979982717,0.328654490968269,0.3395701686589029,0.3389508987823878,-0.5672326533174993,0.33957016865890227,0.3213151740368452,0.04799833987270213
red_NN_Count,-0.9805826261644955,-0.9366961866269456,0.26623223408218344,0.9699675629402008,-0.895692400540016,-0.8954284533896646,-0.895068702991521,1.0,-0.895428453389663,-0.8925605477823804,-0.521356408338133,-0.9424531011628222,-0.8151341256177481,0.24142635663240006,0.8615174520650881,-0.8092817419077317,-0.8284408981269915,-0.8276054184299642,0.9366615649577247,-0.8284408981269914,-0.7975443583599708,-0.5341972524694268,-0.4208576549876412,-0.21332839538388756,0.04535256060073406,0.4783802721250223,-0.13930352557287948,-0.18891280351215717,-0.18865324788191476,0.3857254380567213,-0.18891280351215722,-0.12281701344057584,-0.25375667567096294,-0.4445319527216603,-0.42590806017868965,0.14536018554583297,0.4675752403712801,-0.24875027537858033,-0.27850814554183706,-0.2781367773397927,0.41638276103385036,-0.27850814554183484,-0.2370675892702832,-0.11157092657746574,-0.6241324737245175,-0.6468841650107207,0.1099758779699356,0.6553590411841552,-0.2208927346929221,-0.2477258891169724,-0.24702856789255576,0.559115488526979,-0.24772588911697208,-0.21004366453565876,-0.11645346684609698
red_SD1,0.9324773604542785,0.7391237732649409,-0.24470896943748355,-0.8421206158530568,0.9930302742023736,0.9999999999999992,0.9999984990628463,-0.895428453389663,1.0,0.9866787177745617,0.6060359588034623,0.8722319463724375,0.6322584656933502,-0.19221557620472812,-0.7376810329409426,0.8365102592171283,0.845049368871662,0.8443230881485515,-0.8214086062609744,0.8450493688716625,0.8289199358959727,0.45255453520543387,0.46631101008503767,0.2276354724256478,-0.03207460875252867,-0.48464874361872495,0.2379005605013319,0.26570331583555334,0.26545604954378327,-0.4152642348581714,0.2657033158355537,0.22753602672440262,0.14692704879836715,0.4915328496002022,0.44827509372580154,-0.13657022643171446,-0.4922865118543779,0.338983423808771,0.3576931364544583,0.35736581112739574,-0.4525251970222574,0.3576931364544577,0.32958154996270517,0.07305547386661433,0.6389438112801225,0.5650691502909011,-0.08283719049292847,-0.634071464458505,0.3286228092042175,0.3396207080934938,0.33900062941394987,-0.567723740627384,0.33962070809349265,0.3212585945579316,0.04833660962287757
red_SD2,0.9228782898633612,0.726929467828607,-0.2375421026484364,-0.826614145144017,0.9989736857400396,0.9866787177745626,0.9867175756175108,-0.8925605477823804,0.9866787177745617,1.0,0.4773602696287803,0.852572494698908,0.613319339715603,-0.17175583715856832,-0.7119352468009504,0.8300589092935898,0.834972071605861,0.8343508151690839,-0.8062549306391666,0.8349720716058601,0.8240416391137823,0.44072591682024853,0.45794674976556154,0.22499610897573327,-0.03267633344902251,-0.4698272017999225,0.2469321479350713,0.27509459826789445,0.2748636516304443,-0.40950431466765597,0.275094598267896,0.23642389086110588,0.14778364033514738,0.4822483363005585,0.4217289290488187,-0.13016163963484814,-0.4788179712659664,0.34051335664007193,0.3580344555302128,0.35772039710191494,-0.4451072086028942,0.35803445553021235,0.3315153568540825,0.06856724995965537,0.6296825318122238,0.5572200445390069,-0.07635089475545334,-0.6211337541113843,0.3356554153674192,0.3480454442275723,0.34745144361374375,-0.5615691408442899,0.34804544422757167,0.32782706070913953,0.05231431961540655
