accuracy,precision,recall,specificity,f1,roc_auc,subject,model,n_test
0.852,0.7523857244023997,0.7240843214756257,0.9188712522045855,0.7339971921556213,0.9262525503482025,rina,GRU,250
0.30256410256410254,0.42931937172774876,0.3509933774834437,0.6761904761904761,0.18259446745410848,0.7765593299951568,tira,CNN,390
0.9358974358974359,0.935821391084549,0.942177045365094,0.967855234400466,0.9381833508658052,0.9843083766228258,tira,CNNLSTM,390
0.6410256410256411,0.6564190725791101,0.6474297884123851,0.8149712700931863,0.6279227823751631,0.8281166006025374,tira,GRU,390
0.6102564102564103,0.4241931990470002,0.5590828924162258,0.8031390665719025,0.46007743443640886,0.812527839172029,uli,CNN,390
0.7384615384615385,0.8131538026576194,0.6833314833314832,0.8400860801899089,0.7114892718753622,0.9144143813772261,uli,CNNLSTM,390
0.5128205128205128,0.6344211344211345,0.429345962679296,0.7528522382513297,0.4115882692102799,0.7844514927445315,uli,GRU,390
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.5339879813817001,vina,CNN,250
0.764,0.5273692810457516,0.5623301985370951,0.855312564862162,0.5385402004306974,0.8549319066955329,vina,CNNLSTM,250
0.684,0.5397190293742017,0.5253221873911529,0.8181393915378857,0.5250692602416741,0.8074476651961405,vina,GRU,250
0.382051282051282,0.25647451963241436,0.4515151515151515,0.7130952380952381,0.30941026395839466,0.7276661573720397,wibo,CNN,390
0.6820512820512821,0.6708566042182161,0.6862745098039215,0.831926406926407,0.6763749784196557,0.8349917239623122,wibo,CNNLSTM,390
0.5769230769230769,0.5849467992325136,0.5962566844919786,0.7818181818181817,0.5888243564308395,0.7587713267125031,wibo,GRU,390
0.7049808429118773,0.6517917949603369,0.6577777777777777,0.8564157706093191,0.6034321831477603,0.8355913978494623,wildan,CNN,261
0.8314176245210728,0.8232639590489662,0.8044444444444444,0.921146953405018,0.7983870967741935,0.9103464755077658,wildan,CNNLSTM,261
0.6743295019157088,0.5169864108713029,0.6236636636636637,0.8476702508960573,0.541980084794439,0.8214097968936679,wildan,GRU,261
0.9307692307692308,0.9196729196729198,0.9193993993993995,0.967645064419258,0.9194304253785148,0.9898701927734185,yasmin,CNN,260
0.8730769230769231,0.854022570076447,0.8521321321321321,0.9406664729245374,0.851922121335321,0.9650729439116535,yasmin,CNNLSTM,260
0.6423076923076924,0.6837606837606837,0.6342342342342343,0.8332267751622591,0.5886349297455625,0.9039124597643758,yasmin,GRU,260
