accuracy,precision,recall,specificity,f1,roc_auc,subject,model,n_test
0.6,0.4168579078217632,0.44677206851119894,0.7597001763668431,0.4174617046585585,0.7083945821221184,adel,CNN,250
0.82,0.90625,0.6266666666666667,0.8888888888888888,0.6244668911335578,0.938704266962238,adel,CNNLSTM,250
0.448,0.37067026540710746,0.3391304347826087,0.6713403880070548,0.2167149345613952,0.5278346306404278,adel,GRU,250
0.25384615384615383,0.4296296296296296,0.2957957957957958,0.6520003874842585,0.150879917184265,0.7412715295941101,adit,CNN,260
0.31153846153846154,0.3952122854561879,0.3528528528528529,0.6787180122317599,0.19652777777777777,0.7958234515095307,adit,CNNLSTM,260
0.6346153846153846,0.5777777777777778,0.57993993993994,0.8293809938971229,0.5746280999178787,0.8158545373691508,adit,GRU,260
0.52,0.3866666666666667,0.38945981554677206,0.7128747795414462,0.3438253502769632,0.6906323329917532,andi,CNN,250
0.96,0.9733333333333333,0.8666666666666667,0.9753086419753086,0.9027777777777778,0.9887622114868492,andi,CNNLSTM,250
0.72,0.6772893772893772,0.5509090909090909,0.8301234567901234,0.5453559357220243,0.8372052896110868,andi,GRU,250
0.5666666666666667,0.7036560852580878,0.6848460181793515,0.8080443260683365,0.5718460410473946,0.8332187679606244,arthur,CNN,390
0.6615384615384615,0.6320901320901321,0.5563510563510564,0.7968574074998473,0.5557432041642568,0.8102297559138217,arthur,CNNLSTM,390
0.5897435897435898,0.653522386741689,0.5544467877801211,0.7758940010886799,0.5721004584932698,0.8051029448539527,arthur,GRU,390
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.6978298464521376,auzan,CNN,250
0.804,0.7949860332887061,0.7525252525252526,0.8939923337756155,0.7621458732360257,0.9598008334115145,auzan,CNNLSTM,250
0.396,0.4095209484899464,0.4078282828282828,0.7035235146690256,0.387361517566371,0.6100352597179223,auzan,GRU,250
0.30512820512820515,0.42957130358705164,0.35320088300220753,0.6773809523809523,0.18685505770536323,0.741050056288015,bowo,CNN,390
0.7871794871794872,0.7996240515324485,0.8009225164007238,0.8913123807691692,0.7978981950462547,0.9284237103189703,bowo,CNNLSTM,390
0.29743589743589743,0.3801255801255801,0.3471916142792471,0.6717115192154869,0.18721595992127393,0.5730469013194798,bowo,GRU,390
0.7589743589743589,0.7300117577895356,0.7392484059150726,0.8705336591449505,0.7334872307909045,0.8382638979737239,boya,CNN,390
0.6666666666666666,0.7062053165856934,0.575708242374909,0.7920209432214623,0.585648148148148,0.8225752904532917,boya,CNNLSTM,390
0.441025641025641,0.5955561155913979,0.386292719626053,0.6857629356007032,0.35755015532909445,0.7822148047893207,boya,GRU,390
0.5515873015873016,0.3790693651617367,0.42574257425742573,0.7358351729212655,0.3603033413159995,0.880517735407803,cece,CNN,252
0.9087301587301587,0.8762463343108505,0.8435643564356435,0.953673622391603,0.8556838662305587,0.9786709831173046,cece,CNNLSTM,252
0.4880952380952381,0.4243697478991597,0.37915960514970415,0.7086426514406979,0.3131502990346821,0.6382837233276394,cece,GRU,252
0.44047619047619047,0.14682539682539683,0.3333333333333333,0.6666666666666666,0.20385674931129474,0.8615115818200887,daffa,CNN,252
0.8293650793650794,0.7594573643410852,0.763053399934588,0.9190511891374068,0.7610009463453089,0.9347630596653319,daffa,CNNLSTM,252
0.873015873015873,0.817948717948718,0.7786303630363035,0.9350764296722062,0.7890011223344556,0.9518293418433434,daffa,GRU,252
0.24,0.26196488696488696,0.33086032741205157,0.6172751916775163,0.2420185048501284,0.49474103157143934,dani,CNN,250
0.6,0.41189659116906885,0.44106583072100314,0.7554547112729652,0.4207124424185418,0.7063506363276927,dani,CNNLSTM,250
0.468,0.4973518702416418,0.5681121560431905,0.7596524331565938,0.43052626385959725,0.7669000497501265,dani,GRU,250
0.7394636015325671,0.7811205580989754,0.6977777777777779,0.8781362007168458,0.630515105411867,0.8757467144563919,didin,CNN,261
1.0,1.0,1.0,1.0,1.0,1.0,didin,CNNLSTM,261
0.7318007662835249,0.7168876389446899,0.6888888888888888,0.8745519713261648,0.6385044412311506,0.9109677419354839,didin,GRU,261
0.46,0.4829931972789116,0.34782608695652173,0.6785714285714285,0.23435054773082942,0.7143696147116437,dita,CNN,250
0.812,0.5540788978226682,0.6007905138339921,0.8845679012345679,0.5722509454736943,0.9035935406515115,dita,CNNLSTM,250
0.808,0.7288518861136808,0.7011857707509881,0.894320987654321,0.7074475623582765,0.8826016117001624,dita,GRU,250
0.7777777777777778,0.8119151737433583,0.8196845360211696,0.8846370111208297,0.7839759469817275,0.9666169508835177,diva,CNN,252
0.9603174603174603,0.9500000000000001,0.9317656765676569,0.9798304802365779,0.9399591211037303,0.9967582726815728,diva,CNNLSTM,252
0.8531746031746031,0.7793650793650793,0.7369636963696369,0.9240389020783871,0.742007269490394,0.9202370377610046,diva,GRU,252
0.3076923076923077,0.17828354670459934,0.40890538033395174,0.6881545873481357,0.2379999148174965,0.6231878090446911,doni,CNN,390
0.5,0.39616634178037685,0.44487734487734487,0.7492037802597754,0.3584795321637427,0.6411381639900898,doni,CNNLSTM,390
0.27692307692307694,0.3836777128005198,0.3310657596371882,0.6771644362940772,0.2314967105263158,0.5222055054584834,doni,GRU,390
0.8849206349206349,0.8551256668316559,0.7885313531353134,0.9386885503042741,0.8035432667690733,0.9741195417023897,fitri,CNN,252
0.7817460317460317,0.7995071684587813,0.8134488448844884,0.9128868341038777,0.7391128828783368,0.950827845498532,fitri,CNNLSTM,252
0.5357142857142857,0.5195203068482509,0.4531026075580531,0.7417618806659086,0.40414746543778807,0.7099928634447673,fitri,GRU,252
0.43846153846153846,0.6130370613973523,0.4826037986518504,0.7360173868037091,0.39542104169467907,0.7665567297915393,gilang,CNN,390
0.8025641025641026,0.8035853983479883,0.815882994429121,0.8995758264189947,0.808031111686543,0.9313468778442869,gilang,CNNLSTM,390
0.3641025641025641,0.4185563821477066,0.4042647326491466,0.6980526680606034,0.3172901897779452,0.5992947056662058,gilang,GRU,390
0.512,0.38313441318556407,0.38379446640316206,0.7082010582010582,0.33430918753544064,0.7105747077399251,kayla,CNN,250
0.78,0.5200119474313022,0.5779973649538866,0.8665784832451499,0.5474459457861948,0.8124628744309904,kayla,CNNLSTM,250
0.72,0.6354264414555312,0.6153623188405797,0.8429453262786595,0.6197142023913677,0.857857714480903,kayla,GRU,250
0.7432950191570882,0.8398809523809524,0.7022222222222223,0.8794982078853045,0.6327245007920782,0.8690322580645161,maul,CNN,261
0.9540229885057471,0.9540229885057471,0.9481081081081082,0.978494623655914,0.947421449466872,0.9989247311827957,maul,CNNLSTM,261
0.7471264367816092,0.813821669936778,0.7066666666666667,0.8817204301075269,0.6413823081938709,0.9071684587813621,maul,GRU,261
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.624384647000746,maun,CNN,250
0.848,0.8393848147159572,0.8194444444444445,0.9214433141677724,0.8244404653563254,0.9620537920112223,maun,CNNLSTM,250
0.86,0.8501051893408135,0.8244949494949495,0.9265074450832964,0.8320633768746976,0.9646104119478732,maun,GRU,250
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.673249422576048,mira,CNN,250
0.924,0.9143067288698358,0.9268939393939393,0.9645879404393337,0.9184053967224327,0.9917806715987831,mira,CNNLSTM,250
0.672,0.6299751861042183,0.6166666666666666,0.837063246351172,0.5946105574012551,0.826098853416965,mira,GRU,250
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.7311678874101476,nisa,CNN,250
0.92,0.9204842776271348,0.9029040404040405,0.9593026684357954,0.9075195866600986,0.9878872537850866,nisa,CNNLSTM,250
0.42,0.3014908347100936,0.3277777777777778,0.6648238242665486,0.24474206827148004,0.5053507543368224,nisa,GRU,250
0.48412698412698413,0.38154970760233914,0.3746699669966997,0.699622614923659,0.28968253968253965,0.8585612948618522,paula,CNN,252
0.9325396825396826,0.8991543340380549,0.9388613861386138,0.9726352617768338,0.9100478468899521,0.9923588215062916,paula,CNNLSTM,252
0.7261904761904762,0.6792242367553518,0.6870134986471621,0.8704277267183199,0.66148954072069,0.8903959025038571,paula,GRU,252
0.9230769230769231,0.9105105105105106,0.9105105105105106,0.964060835028577,0.9105105105105106,0.9874633343020439,raihan,CNN,260
0.7846153846153846,0.75700502246894,0.7487687687687687,0.8992637799089412,0.7433247200689062,0.8979209532112757,raihan,CNNLSTM,260
0.6576923076923077,0.5429330368173956,0.6087087087087087,0.8357506889873202,0.5193508999960613,0.8337316788535666,raihan,GRU,260
0.488,0.38207186544342503,0.36679841897233195,0.6943562610229277,0.3030252751507107,0.7050126565865695,rina,CNN,250
0.768,0.5485294117647058,0.566798418972332,0.8569664902998236,0.5403508771929825,0.9337434343434344,rina,CNNLSTM,250
