,red_Mean_NN,red_Median_NN,red_Heart_Rate,red_Mean_HR,red_SDNN,red_SDSD,red_RMSSD,red_NN_Count,red_SD1,red_SD2,red_SD1_SD2,infrared_Mean_NN,infrared_Median_NN,infrared_Heart_Rate,infrared_Mean_HR,infrared_SDNN,infrared_SDSD,infrared_RMSSD,infrared_NN_Count,infrared_SD1,infrared_SD2,infrared_SD1_SD2,ppg0_Mean_NN,ppg0_Median_NN,ppg0_Heart_Rate,ppg0_Mean_HR,ppg0_SDNN,ppg0_SDSD,ppg0_RMSSD,ppg0_NN_Count,ppg0_SD1,ppg0_SD2,ppg0_SD1_SD2,ppg1_Mean_NN,ppg1_Median_NN,ppg1_Heart_Rate,ppg1_Mean_HR,ppg1_SDNN,ppg1_SDSD,ppg1_RMSSD,ppg1_NN_Count,ppg1_SD1,ppg1_SD2,ppg1_SD1_SD2,ppg2_Mean_NN,ppg2_Median_NN,ppg2_Heart_Rate,ppg2_Mean_HR,ppg2_SDNN,ppg2_SDSD,ppg2_RMSSD,ppg2_NN_Count,ppg2_SD1,ppg2_SD2,ppg2_SD1_SD2
red_Mean_NN,97887.46904544174,60138.669895346015,-2784.749716570656,-2612.4297201156146,72447.80454193377,110327.09590495769,109331.66970519476,-6110.342597376554,78013.03766301423,86361.12054828648,5.7100511389650235,101245.83685936446,41240.11239698293,-2176.430091917851,-2244.384694588584,88580.36011454333,136949.08097638408,135641.54879788673,-5300.596165962681,96837.62383566711,104890.11608104703,7.324649752810421,6119.473718691669,585.0060886182259,-255.24787760470596,-465.59306104757627,-2431.906297413921,-1478.698257475736,-1464.3862168304963,-1224.2577889997633,-1045.5975651898443,-3506.6389699353044,2.4540439614026397,9480.964031146581,6527.3882080576,-812.6707168257175,-587.0329897647482,1075.2578970569461,3196.970504022584,3181.967655695501,-1659.2209622883188,2260.5995226477053,863.8944034150301,1.9260814713433603,4866.621326341591,7109.182681986395,-383.9497947501355,-486.9336602967832,-9779.224828460836,-11468.341203304733,-11398.357326118856,-1031.2116811033552,-8109.341833817897,-12576.467772037777,1.2131636322902415
red_Median_NN,60138.669895346015,50966.807759054886,-2014.2346238225223,-1898.282165799644,34465.33512039231,53873.9662519047,53359.00139250208,-3891.584854588411,38094.64686613706,40684.246708615574,3.800467301541209,61946.56983026474,34142.8668384356,-1619.5210225116732,-1742.4879390649944,39140.1277107886,63676.09021154566,63010.920187523276,-3338.458163734055,45025.79518803031,45441.35959429351,5.182727577024624,2317.682544038149,327.6187550096419,-257.9832027371557,-262.68896104767765,-4909.866515399709,-5781.608463221989,-5744.422310715749,-424.5891774908935,-4088.2145505098088,-6326.377155197394,1.3271626739943236,4391.42591672287,3870.610814681042,-481.26717202110757,-330.6025656639123,-2367.7089688867254,-2209.3899618667824,-2194.5115728998917,-681.2558627844957,-1562.274624321496,-3205.176910581688,0.9963354895675769,1354.4478742574986,4261.86757130377,-307.09191417517616,-265.6559792456648,-9735.858062302588,-11749.31540538636,-11676.16327084231,-303.98668523562344,-8308.020597448305,-12433.753210537903,0.7799828029334338
red_Heart_Rate,-2784.749716570656,-2014.2346238225223,1764.2282052674473,97.35018971162145,-1326.2380548888439,-2192.48202802238,-2167.512238012787,170.85322751793944,-1550.3189096442627,-1530.3866625690616,-0.20009093337792722,-3065.9659978139516,-1636.3014174064074,182.4956212782622,90.09300486528477,-1663.0140211866508,-2640.9321778589524,-2608.58764934697,159.54770995420256,-1867.421051617824,-1941.575743053093,-0.25033262548261104,-168.9000745470824,-22.67581966599749,48.673015257727464,15.0742421816049,172.30509700398773,181.45080774404573,181.04584121616182,46.66296420377589,128.30509660759282,227.56639060150437,-0.04947239149665262,-278.847048691523,-229.60812645266085,36.06847709988637,19.577518230717182,65.8996815366933,-8.293364335127615,-7.717484289489768,59.12027252877662,-5.864294160217343,107.09061232663944,-0.07146193560420323,-114.25546013603685,-227.93436676015594,16.80620914718123,18.548009347727184,661.2314189302489,715.9178715406298,713.4495514159336,44.85133468265289,506.23038173902063,864.6241248287953,-0.05249080933603776
red_Mean_HR,-2612.4297201156146,-1898.282165799644,97.35018971162145,99.96516120834625,-1052.7862270149606,-1795.5669738110046,-1775.3443319649473,144.96377950777713,-1269.657583256368,-1199.7678783474475,-0.19417299433950133,-2606.09254078432,-1526.2579385320266,82.8648153818417,98.20431647947497,-739.0683699057976,-1610.169572403669,-1587.3782197547669,119.03784395779017,-1138.561823506883,-740.5818769298925,-0.2962472401204323,-220.46305489400822,-22.243840855750253,5.184446130035271,15.15947248944352,53.5353998843377,19.600971977539942,18.39895469297271,25.454032200268816,13.859980203166279,80.85432607294041,-0.08948956487678894,-366.85333954790696,-216.06273742207605,28.448623308208326,21.155927908586243,-110.2814332489693,-187.20462175053427,-187.05696218759627,45.83349428157671,-132.37365750926386,-126.38157167560205,-0.05112802717688646,-301.5063441022362,-241.7559173493782,20.46261109102447,20.138960202708514,80.27190302036132,74.99426524312976,74.22181226954865,36.55860498660827,53.0289535035212,108.63967540211202,-0.05009106587781495
red_SDNN,72447.80454193377,34465.33512039231,-1326.2380548888439,-1052.7862270149606,85079.6268868126,123008.65899083731,122066.76371939114,-5032.317718168335,86980.25691708448,103313.19039003624,2.817771685137684,77041.40500854279,15449.009060571463,-748.7152936564246,-395.0605074235929,121333.01848784677,171122.23054453518,169753.4383379565,-4467.582765203962,121001.68962980852,148419.17900201582,1.798995875112358,3171.0589717329826,212.6739234961309,-254.14268916603035,-269.4524443698433,-1607.8673008472283,-1047.012114499947,-1050.497349886634,-1009.6714748722325,-740.3493661474072,-2292.5679086426776,1.1085356819061285,2722.678782130864,3224.639570304742,-378.5775101662498,-219.32866074438658,-2116.9409789830256,-1536.1319874270628,-1539.5009937732866,-849.2551380874099,-1086.2093451072526,-2982.5619463580133,1.3639948352199365,-1652.4225824879845,3091.3193280581595,-0.07852080293134939,-122.69160253490098,-11860.717042777398,-14562.912924341488,-14475.442045037991,-286.22663514725014,-10297.534482631061,-15072.512102108654,0.39419052162734597
red_SDSD,110327.09590495769,53873.9662519047,-2192.48202802238,-1795.5669738110046,123008.65899083731,182358.73655445123,180945.44901373945,-7482.063276557817,128947.09922626372,148098.07615991237,7.311214385648684,117680.44999371219,26439.76725223807,-1413.5865411522839,-872.9298326244821,175130.3540764899,249395.9128206877,247365.57289475223,-6664.0133089821165,176349.54115571728,213542.29232810604,3.463872751470059,5204.90829702692,375.5967996844063,-402.0485345353132,-437.26296955513163,-2884.9679326709565,-2271.7054489791312,-2266.105747949452,-1530.0880136458366,-1606.3383278316119,-4009.743167865937,1.673459920420657,5384.802519481783,5516.980849741413,-602.1439673185029,-401.53568919953045,-2622.0268966834037,-1669.3433929927216,-1671.830856443121,-1427.280142969951,-1180.4040333141245,-3756.7671731524797,1.8788956223988542,-884.0617326049437,5184.085012079095,-23.386643618078615,-260.8889413724164,-16908.54894900763,-20736.891979833446,-20611.585281536503,-613.6921384513593,-14663.196939673166,-21491.395772395106,0.566890590172049
red_RMSSD,109331.66970519476,53359.00139250208,-2167.512238012787,-1775.3443319649473,122066.76371939114,180945.44901373945,179546.00543427418,-7407.88595095119,127947.75402246002,146969.24752488837,7.249778364281451,116628.81419565083,26150.73684204968,-1393.3292737411846,-858.7848801362825,173839.04156321083,247522.00289026354,245509.20383859886,-6598.434263659801,175024.48673658166,211978.75389870597,3.4119348280274178,5137.53617851842,370.9496688217399,-400.1323841070703,-432.3374155661131,-2871.366004892916,-2275.4681982998536,-2268.472183356436,-1500.3127950576968,-1608.9989933922227,-3986.845329812229,1.6461229853669042,5303.412484599944,5457.738522334985,-594.9302102891601,-396.28195374607964,-2620.881120869453,-1692.9156535020022,-1694.1303063173007,-1395.9369296533393,-1197.0721385681381,-3748.461528034986,1.8485918374394743,-913.8168531988521,5124.599018205913,-20.688339773564405,-256.6951795132912,-16781.842514139542,-20586.869375581125,-20461.546796050858,-588.8333353043596,-14557.114938875075,-21328.68997685195,0.5516671107172512
red_NN_Count,-6110.342597376554,-3891.584854588411,170.85322751793944,144.96377950777713,-5032.317718168335,-7482.063276557817,-7407.88595095119,1898.502537037951,-5290.617680120871,-6050.411200748718,-0.29678748283703227,-6520.848324101425,-2351.0716942249082,148.56709529341506,107.92388566887806,-7127.717020969709,-10474.83907338925,-10374.898362833806,1715.5270161205428,-7406.829740631364,-8594.271449168004,-0.38531155131861095,-311.6957336003219,-27.966542798964518,14.409483500611795,27.369333126428906,271.33833398143656,232.23141559875418,238.71154246149,2341.9272785969492,164.21240877443262,373.54645521316536,-0.18077625724717014,-415.13322231783974,-358.83912819848126,46.49341600516423,29.71012986833932,149.32734848387562,73.00236147294402,79.05677018252335,2337.1244938205737,51.62046484015217,220.71028550871242,-0.15381180411111023,-35.15122571821656,-384.3086036993798,23.739909515699708,21.179542209673706,1005.0995048376077,1217.8135071276408,1215.655760288881,2264.8427317196465,861.124189110526,1283.5888489323283,-0.10754181870782167
red_SD1,78013.03766301423,38094.64686613706,-1550.3189096442627,-1269.657583256368,86980.25691708448,128947.09922626372,127947.75402246002,-5290.617680120871,91179.3682772255,104721.15393335556,5.16980927080082,83212.64420363827,18695.738717051565,-999.5566290428175,-617.2546041488109,123835.86095908673,176349.5411557172,174913.87402597442,-4712.169000698652,124697.95641034385,150997.2029753237,2.449327911731784,3680.4259522818816,265.5870440488092,-284.29124513603455,-309.1916109342013,-2039.980388697365,-1606.3383278315673,-1602.3787412608626,-1081.935610261227,-1135.852724489599,-2835.3165848144554,1.1833148577733508,3807.6303768759803,3901.09457052848,-425.78008254148546,-283.928608721403,-1854.0529990983587,-1180.4040333141086,-1182.162935587849,-1009.2394677469587,-834.6716964963756,-2656.4355434751096,1.3285798357399434,-625.1260461124635,3665.7016662886813,-16.536854291537228,-184.47633958101648,-11956.149621867895,-14663.19693967316,-14574.59172357922,-433.945872659834,-10368.4459899167,-15196.711687824449,0.400852180501501
red_SD2,86361.12054828648,40684.246708615574,-1530.3866625690616,-1199.7678783474475,103313.19039003624,148098.07615991237,146969.24752488837,-6050.411200748718,104721.15393335556,125814.56906275531,2.508057310769648,91723.95630838966,17568.567414972495,-814.8393020684582,-391.7646795169253,147452.6138207298,207258.43602006964,205611.38551399854,-5364.711698506885,146553.84556790948,180569.78268738612,1.9307684355929573,3667.0034241220474,238.97889797573688,-298.599835905729,-313.35572251579293,-1808.5774831248975,-1079.6161973734847,-1086.4888129299297,-1202.519515876494,-763.4039342416481,-2604.603574005729,1.324151864389004,2881.3359284691223,3667.068037722333,-442.9890688727005,-241.74496035659618,-2710.6150317902843,-2046.731636134686,-2051.171894931226,-970.0035268838066,-1447.2578191798775,-3797.5531111475425,1.6792698004645559,-2444.74566705031,3549.0827694354853,8.259214035972464,-124.7252501591613,-14481.82147947201,-17790.064277708007,-17683.352989988023,-286.47366707178617,-12579.475088511908,-18401.667329485725,0.4792386190377283
