Model,Evaluation,Mean Accuracy,Std Accuracy,Mean Precision,Std Precision,Mean Recall,Std Recall,Mean Specificity,Std Specificity,Mean F1,Std F1,Mean ROC-AUC,Std ROC-AUC
SVM,SubjectSpecific,0.9355757389162562,0.050412022569506526,0.9211309523809523,0.05613391451631112,0.9240744873611006,0.08002435301952547,0.9240744873611006,0.08002435301952547,0.9173590921170984,0.06915047271534398,0.9632753650255796,0.04636011045968137
RandomForest,SubjectSpecific,0.9269137752552296,0.04884676455997688,0.9183390942446168,0.0727477206207296,0.8812880449626017,0.0934737853185548,0.8812880449626017,0.0934737853185548,0.8951838312323029,0.08544604900428987,0.9442992346894425,0.0864261183041454
MLP,SubjectSpecific,0.8262252802170342,0.08278048110059352,0.7429019197739717,0.19491636496023806,0.7009299481982547,0.17733641825302102,0.7009299481982547,0.17733641825302102,0.6871794068363308,0.18521422723980677,0.8163914451564623,0.12956495165999132
SVM,LOSOCV,0.5622412569414114,0.21063598393255134,0.4866932899794453,0.18791972602786822,0.5079643868788921,0.06856059056396713,0.5079643868788921,0.06856059056396713,0.4468382403394673,0.1472928597709537,0.47935647075159205,0.22349750115978373
RandomForest,LOSOCV,0.5084256533617378,0.17199877286679485,0.4678467877922623,0.14264711267868474,0.4593394125108295,0.08986728108296203,0.4593394125108295,0.08986728108296203,0.40396215950433345,0.11120359148185419,0.5382617048339424,0.19191104784772509
MLP,LOSOCV,0.6216865531231524,0.19427745990804943,0.5528877375871639,0.18934389273552843,0.5077603422673348,0.10620503371755433,0.5077603422673348,0.10620503371755433,0.4947116601865217,0.14378619747301852,0.46486201570376345,0.22713841682250543
