host_timestamp_ns,host_timestamp_iso,pmd_timestamp,ppg0,ppg1,ppg2,ambient
1783771116065418852,2026-07-11T18:58:36.065+07:00,837086318242226764,252247,200621,227368,1331
1783771116083600670,2026-07-11T18:58:36.083+07:00,837086318242226764,251873,200332,227094,1375
1783771116101782488,2026-07-11T18:58:36.101+07:00,837086318242226764,251592,200209,226911,1350
1783771116119964306,2026-07-11T18:58:36.119+07:00,837086318242226764,251423,200037,226762,1314
1783771116138146124,2026-07-11T18:58:36.138+07:00,837086318242226764,251269,200020,226714,1343
1783771116156327942,2026-07-11T18:58:36.156+07:00,837086318242226764,251243,199939,226672,1374
1783771116174509760,2026-07-11T18:58:36.174+07:00,837086318242226764,251166,199856,226616,1321
1783771116192691578,2026-07-11T18:58:36.192+07:00,837086318242226764,251111,199811,226559,1337
1783771116210873396,2026-07-11T18:58:36.210+07:00,837086318242226764,250996,199793,226521,1350
1783771116229055214,2026-07-11T18:58:36.229+07:00,837086318242226764,250928,199751,226535,1343
1783771116247237032,2026-07-11T18:58:36.247+07:00,837086318242226764,250902,199697,226432,1325
1783771116265418850,2026-07-11T18:58:36.265+07:00,837086318242226764,250693,199536,226306,1284
1783771116283600668,2026-07-11T18:58:36.283+07:00,837086318242226764,250671,199450,226256,1327
1783771116301782486,2026-07-11T18:58:36.301+07:00,837086318242226764,250504,199371,226178,1317
1783771116319964304,2026-07-11T18:58:36.319+07:00,837086318242226764,250375,199303,226079,1343
1783771116338146122,2026-07-11T18:58:36.338+07:00,837086318242226764,250270,199233,226073,1333
1783771116356327940,2026-07-11T18:58:36.356+07:00,837086318242226764,250277,199174,226026,1335
1783771116374509758,2026-07-11T18:58:36.374+07:00,837086318242226764,250156,199161,226028,1422
1783771116392691576,2026-07-11T18:58:36.392+07:00,837086318242226764,250111,199090,225983,1366
1783771116410873394,2026-07-11T18:58:36.410+07:00,837086318242226764,250055,199052,225989,1355
1783771116429055212,2026-07-11T18:58:36.429+07:00,837086318242226764,250013,199017,225919,1338
1783771116447237030,2026-07-11T18:58:36.447+07:00,837086318242226764,249820,198867,225772,1351
1783771116465418848,2026-07-11T18:58:36.465+07:00,837086318242226764,249532,198605,225478,1380
1783771116483600666,2026-07-11T18:58:36.483+07:00,837086318242226764,249096,198180,225108,1388
1783771116501782484,2026-07-11T18:58:36.501+07:00,837086318242226764,248609,197757,224719,1369
1783771116519964302,2026-07-11T18:58:36.519+07:00,837086318242226764,248205,197374,224337,1288
1783771116538146120,2026-07-11T18:58:36.538+07:00,837086318242226764,247837,197066,223968,1318
1783771116556327938,2026-07-11T18:58:36.556+07:00,837086318242226764,247519,196873,223686,1341
1783771116574509756,2026-07-11T18:58:36.574+07:00,837086318242226764,247293,196739,223503,1350
1783771116592691574,2026-07-11T18:58:36.592+07:00,837086318242226764,247097,196605,223461,1448
1783771116610873392,2026-07-11T18:58:36.610+07:00,837086318242226764,246965,196453,223361,1357
1783771116629055210,2026-07-11T18:58:36.629+07:00,837086318242226764,246854,196392,223234,1399
1783771116647237028,2026-07-11T18:58:36.647+07:00,837086318242226764,246730,196318,223175,1351
1783771116665418846,2026-07-11T18:58:36.665+07:00,837086318242226764,246666,196249,223115,1347
1783771116683600664,2026-07-11T18:58:36.683+07:00,837086318242226764,246564,196226,223061,1356
1783771116701782482,2026-07-11T18:58:36.701+07:00,837086318242226764,246443,196129,222966,1356
1783771116719964300,2026-07-11T18:58:36.719+07:00,837086318242226764,246337,196032,222894,1376
1783771116738146118,2026-07-11T18:58:36.738+07:00,837086318242226764,246197,195916,222790,1345
1783771116756327936,2026-07-11T18:58:36.756+07:00,837086318242226764,246116,195843,222769,1372
1783771116774509754,2026-07-11T18:58:36.774+07:00,837086318242226764,245995,195750,222674,1337
1783771116792691572,2026-07-11T18:58:36.792+07:00,837086318242226764,245909,195700,222614,1352
1783771116810873390,2026-07-11T18:58:36.810+07:00,837086318242226764,245791,195653,222580,1407
1783771116829055208,2026-07-11T18:58:36.829+07:00,837086318933804318,245689,195584,222519,1347
1783771116847237026,2026-07-11T18:58:36.847+07:00,837086318933804318,245682,195612,222554,1343
1783771116865418844,2026-07-11T18:58:36.865+07:00,837086318933804318,245730,195592,222584,1386
1783771116883600662,2026-07-11T18:58:36.883+07:00,837086318933804318,245668,195542,222619,1350
1783771116901782480,2026-07-11T18:58:36.901+07:00,837086318933804318,245505,195393,222481,1357
1783771116919964298,2026-07-11T18:58:36.919+07:00,837086318933804318,245206,195170,222228,1351
1783771116938146116,2026-07-11T18:58:36.938+07:00,837086318933804318,244823,194844,221832,1389
1783771116956327934,2026-07-11T18:58:36.956+07:00,837086318933804318,244365,194483,221404,1377
1783771116974509752,2026-07-11T18:58:36.974+07:00,837086318933804318,243910,194064,220939,1386
1783771116992691570,2026-07-11T18:58:36.992+07:00,837086318933804318,243422,193765,220589,1355
1783771117010873388,2026-07-11T18:58:37.010+07:00,837086318933804318,243059,193455,220267,1386
1783771117029055206,2026-07-11T18:58:37.029+07:00,837086318933804318,242812,193245,220018,1326
1783771117047237024,2026-07-11T18:58:37.047+07:00,837086318933804318,242570,193041,219848,1419
1783771117065418842,2026-07-11T18:58:37.065+07:00,837086318933804318,242338,192836,219700,1301
1783771117083600660,2026-07-11T18:58:37.083+07:00,837086318933804318,242156,192731,219619,1319
1783771117101782478,2026-07-11T18:58:37.101+07:00,837086318933804318,242038,192679,219506,1337
