Model,Evaluation,Mean Accuracy,Std Accuracy,Mean Precision,Std Precision,Mean Recall,Std Recall,Mean Specificity,Std Specificity,Mean F1,Std F1,Mean ROC-AUC,Std ROC-AUC
SVM,SubjectSpecific,0.8888888888888888,0.05781089426696014,0.8685714739845346,0.09476846633873003,0.8962880778288863,0.06803124355742826,0.9475415379827146,0.02665921278392725,0.874682143474724,0.08438503287625161,0.9744349297471131,0.01855923024949648
RandomForest,SubjectSpecific,0.9401709401709403,0.0266880256341812,0.9543315795807491,0.025893950191969394,0.9118908382066278,0.03909973766003719,0.9625178062678064,0.0159012563666687,0.9263185685377576,0.02847634026539806,0.993783566283557,0.0010246768723801297
MLP,SubjectSpecific,0.858974358974359,0.03391988860339219,0.8370030831685299,0.06022920524369107,0.8167601616114202,0.09871668835431438,0.91976570542747,0.027083347846935692,0.822065291604383,0.08498103158420653,0.9521737583453523,0.02002782764175396
SVM,LOSOCV,0.2803418803418804,0.0330693027729113,0.2886162517746069,0.02602774414805866,0.3102899756023144,0.057218931257858985,0.6417222375246069,0.02682792316249777,0.2670292333470104,0.0427193080001893,0.4720439749263377,0.04673046172935899
RandomForest,LOSOCV,0.1675213675213675,0.10806812730985305,0.1252543115258414,0.09286047504161318,0.144984392308128,0.06385792779341275,0.5744464393215848,0.03409616445534341,0.1248363027937992,0.08262104418135234,0.2932529322577949,0.08514328928569463
MLP,LOSOCV,0.3829059829059829,0.1369896441791001,0.3428345767107654,0.052796249736605724,0.35829213009008587,0.05496380491529227,0.6870724155644813,0.03367705604884246,0.31752626397942546,0.055000210590775686,0.5338910095287228,0.10047743103390203
