feature,n_classes,classes,f_stat,p_value,eta_squared,interpretation,kw_h_stat,kw_p_value,base_n,base_mean,base_std,base_median,truth_n,truth_mean,truth_std,truth_median,deceptive_n,deceptive_mean,deceptive_std,deceptive_median
infrared_Heart_Rate,3,"base, deceptive, truth",20.705221398165488,1.0695505138247898e-09,0.004744328084446069,negligible,21.544542119788,2.0973075542204122e-05,,,,,,,,,2778.0,54.04594521038164,42.40215506506848,37.53827101806834
infrared_Mean_HR,3,"base, deceptive, truth",361.6118874080585,1.4115046655786287e-151,0.07685510909439021,medium,942.2594567478186,2.460133679849534e-205,3311.0,55.08273223737805,10.056407195891824,57.42105100415255,,,,,,,,
infrared_Mean_HR,3,"base, deceptive, truth",361.6118874080585,1.4115046655786287e-151,0.07685510909439021,medium,942.2594567478186,2.460133679849534e-205,,,,,2601.0,63.77861655386382,13.485229140538179,64.41136281782555,,,,
infrared_Mean_HR,3,"base, deceptive, truth",361.6118874080585,1.4115046655786287e-151,0.07685510909439021,medium,942.2594567478186,2.460133679849534e-205,,,,,,,,,2778.0,58.98505030866757,13.626872630189473,60.78957200240864
infrared_SDNN,3,"base, deceptive, truth",254.151531952371,5.402956964426785e-108,0.05529058058582553,small,116.81922352510749,4.29564043162114e-26,3311.0,875.1464706968682,235.73021586067145,812.9433127278546,,,,,,,,
infrared_SDNN,3,"base, deceptive, truth",254.151531952371,5.402956964426785e-108,0.05529058058582553,small,116.81922352510749,4.29564043162114e-26,,,,,2601.0,1165.0746634880018,651.6448779630662,851.5820820695071,,,,
infrared_SDNN,3,"base, deceptive, truth",254.151531952371,5.402956964426785e-108,0.05529058058582553,small,116.81922352510749,4.29564043162114e-26,,,,,,,,,2776.0,1167.3438862400399,777.8621904647424,838.4504898001371
infrared_SDSD,3,"base, deceptive, truth",209.53434937371642,1.3417846279466064e-89,0.04603092448161004,small,125.9924485965538,4.376101701332782e-28,3311.0,1246.034595206327,374.6586640606461,1141.8448901574432,,,,,,,,
infrared_SDSD,3,"base, deceptive, truth",209.53434937371642,1.3417846279466064e-89,0.04603092448161004,small,125.9924485965538,4.376101701332782e-28,,,,,2601.0,1623.2818562150028,883.081321835981,1188.562483232613,,,,
infrared_SDSD,3,"base, deceptive, truth",209.53434937371642,1.3417846279466064e-89,0.04603092448161004,small,125.9924485965538,4.376101701332782e-28,,,,,,,,,2776.0,1620.086296090996,1122.936284288686,1201.1336830003193
infrared_RMSSD,3,"base, deceptive, truth",220.2866057770283,4.766923612663937e-94,0.048278963013111194,small,128.6770828533095,1.1432112371910757e-28,3311.0,1239.7064576357755,370.96271541835216,1135.3422360710308,,,,,,,,
infrared_RMSSD,3,"base, deceptive, truth",220.2866057770283,4.766923612663937e-94,0.048278963013111194,small,128.6770828533095,1.1432112371910757e-28,,,,,2601.0,1614.534533470168,876.8342454409959,1183.5091843822288,,,,
infrared_RMSSD,3,"base, deceptive, truth",220.2866057770283,4.766923612663937e-94,0.048278963013111194,small,128.6770828533095,1.1432112371910757e-28,,,,,,,,,2776.0,1618.395256064902,1087.4914923741592,1196.6809820624899
infrared_NN_Count,3,"base, deceptive, truth",701.2134870051592,2.2703819238293835e-285,0.12505560714430383,medium,743.6893658072096,3.235236918975649e-162,3311.0,108.66384778012684,19.082685897990192,112.0,,,,,,,,
infrared_NN_Count,3,"base, deceptive, truth",701.2134870051592,2.2703819238293835e-285,0.12505560714430383,medium,743.6893658072096,3.235236918975649e-162,,,,,2775.0,102.05657657657657,34.029092463861204,113.0,,,,
infrared_NN_Count,3,"base, deceptive, truth",701.2134870051592,2.2703819238293835e-285,0.12505560714430383,medium,743.6893658072096,3.235236918975649e-162,,,,,,,,,3729.0,77.34379190131402,49.15241704743269,98.0
infrared_SD1,3,"base, deceptive, truth",210.69735651143358,4.432272286931851e-90,0.04628984310875158,small,127.27237076206221,2.3075750766736794e-28,3311.0,881.0795118634285,264.92368198757555,807.4062648935366,,,,,,,,
infrared_SD1,3,"base, deceptive, truth",210.69735651143358,4.432272286931851e-90,0.04628984310875158,small,127.27237076206221,2.3075750766736794e-28,,,,,2601.0,1147.833608306715,624.4327910094022,840.4405917577028,,,,
infrared_SD1,3,"base, deceptive, truth",210.69735651143358,4.432272286931851e-90,0.04628984310875158,small,127.27237076206221,2.3075750766736794e-28,,,,,,,,,2773.0,1146.813357684671,793.5700871654182,849.3297723610987
infrared_SD2,3,"base, deceptive, truth",269.08025209464677,4.1564654731479296e-114,0.05836780215971009,small,113.86202706697325,1.8844081472601402e-25,3311.0,1068.8516576243312,277.87373909724215,990.6144347089086,,,,,,,,
infrared_SD2,3,"base, deceptive, truth",269.08025209464677,4.1564654731479296e-114,0.05836780215971009,small,113.86202706697325,1.8844081472601402e-25,,,,,2601.0,1432.2647753113592,811.7760092223904,1044.6683834816913,,,,
infrared_SD2,3,"base, deceptive, truth",269.08025209464677,4.1564654731479296e-114,0.05836780215971009,small,113.86202706697325,1.8844081472601402e-25,,,,,,,,,2773.0,1424.681185584542,911.6726269485168,1018.9897590465004
infrared_SD1_SD2,3,"base, deceptive, truth",14.30172886888265,6.29574613889846e-07,0.0032837515651520563,negligible,7.6016687894941155,0.02235211358690463,3311.0,0.8196468610156994,0.04934333558661603,0.8171073401802095,,,,,,,,
infrared_SD1_SD2,3,"base, deceptive, truth",14.30172886888265,6.29574613889846e-07,0.0032837515651520563,negligible,7.6016687894941155,0.02235211358690463,,,,,2601.0,0.8112578782748182,0.06850939832728747,0.8191409583172667,,,,
infrared_SD1_SD2,3,"base, deceptive, truth",14.30172886888265,6.29574613889846e-07,0.0032837515651520563,negligible,7.6016687894941155,0.02235211358690463,,,,,,,,,2773.0,0.8129470118422382,0.07607257156262308,0.8134282885766128
ppg0_Mean_NN,3,"base, deceptive, truth",6.501034998223437,0.0015091987694133952,0.0014939752848354985,negligible,9.808209983464202,0.00741607756424937,3311.0,928.0535203395686,68.80459625737663,920.737586917127,,,,,,,,
ppg0_Mean_NN,3,"base, deceptive, truth",6.501034998223437,0.0015091987694133952,0.0014939752848354985,negligible,9.808209983464202,0.00741607756424937,,,,,2601.0,933.9895682574394,86.78173965526238,931.4437906592176,,,,
ppg0_Mean_NN,3,"base, deceptive, truth",6.501034998223437,0.0015091987694133952,0.0014939752848354985,negligible,9.808209983464202,0.00741607756424937,,,,,,,,,2781.0,934.949535826135,89.48105389766242,918.9164892444444
ppg0_Median_NN,3,"base, deceptive, truth",3.7149473737969463,0.024395413144111533,0.0008542632521914122,negligible,189.4875571314593,7.133452508507563e-42,3311.0,716.23131602537,7.84050429067903,715.1293440000001,,,,,,,,
ppg0_Median_NN,3,"base, deceptive, truth",3.7149473737969463,0.024395413144111533,0.0008542632521914122,negligible,189.4875571314593,7.133452508507563e-42,,,,,2601.0,716.4676965966935,11.498567940487613,715.1815680000001,,,,
ppg0_Median_NN,3,"base, deceptive, truth",3.7149473737969463,0.024395413144111533,0.0008542632521914122,negligible,189.4875571314593,7.133452508507563e-42,,,,,,,,,2781.0,718.3000515152822,53.935304240979185,715.059712
ppg0_Heart_Rate,3,"base, deceptive, truth",13.11121294918848,2.0627493129668753e-06,0.003008462223320813,negligible,13.147862483078791,0.0013962974258908292,3311.0,73.0334007878852,21.5163248800485,83.79356483298044,,,,,,,,
ppg0_Heart_Rate,3,"base, deceptive, truth",13.11121294918848,2.0627493129668753e-06,0.003008462223320813,negligible,13.147862483078791,0.0013962974258908292,,,,,2601.0,72.07420043257295,21.034062594768564,83.86033403516606,,,,
ppg0_Heart_Rate,3,"base, deceptive, truth",13.11121294918848,2.0627493129668753e-06,0.003008462223320813,negligible,13.147862483078791,0.0013962974258908292,,,,,,,,,2781.0,70.25732662679424,21.07568955232492,83.88048761807688
ppg0_Mean_HR,3,"base, deceptive, truth",31.050892568524326,3.6536374643367165e-14,0.0070956424709903215,negligible,49.99189988110012,1.3944304919023595e-11,3311.0,74.19334441395127,2.9678753260300668,74.7175263782448,,,,,,,,
ppg0_Mean_HR,3,"base, deceptive, truth",31.050892568524326,3.6536374643367165e-14,0.0070956424709903215,negligible,49.99189988110012,1.3944304919023595e-11,,,,,2601.0,74.25620069578956,3.6855292179194676,74.38516713126452,,,,
ppg0_Mean_HR,3,"base, deceptive, truth",31.050892568524326,3.6536374643367165e-14,0.0070956424709903215,negligible,49.99189988110012,1.3944304919023595e-11,,,,,,,,,2781.0,73.58826814135516,3.900195372476627,74.07998275940095
ppg0_SDNN,3,"base, deceptive, truth",48.272459519723675,1.4162443458383291e-21,0.01098781374579278,small,170.61186518120184,8.955796203490414e-38,3311.0,467.07070361124374,117.85008213727532,453.6076785075438,,,,,,,,
ppg0_SDNN,3,"base, deceptive, truth",48.272459519723675,1.4162443458383291e-21,0.01098781374579278,small,170.61186518120184,8.955796203490414e-38,,,,,2601.0,492.3716877907323,146.81917624943793,483.9094130598078,,,,
ppg0_SDNN,3,"base, deceptive, truth",48.272459519723675,1.4162443458383291e-21,0.01098781374579278,small,170.61186518120184,8.955796203490414e-38,,,,,,,,,2781.0,458.11592110368053,134.91002474489557,446.7710623191267
ppg0_SDSD,3,"base, deceptive, truth",40.62152002021895,2.755839803614592e-18,0.009262431752211869,negligible,128.68391189369325,1.1393143760796947e-28,3311.0,644.8343072418769,155.69847713673698,628.5378147297678,,,,,,,,
ppg0_SDSD,3,"base, deceptive, truth",40.62152002021895,2.755839803614592e-18,0.009262431752211869,negligible,128.68391189369325,1.1393143760796947e-28,,,,,2601.0,668.3143157761839,204.0333891271256,655.1487307085775,,,,
ppg0_SDSD,3,"base, deceptive, truth",40.62152002021895,2.755839803614592e-18,0.009262431752211869,negligible,128.68391189369325,1.1393143760796947e-28,,,,,,,,,2781.0,624.6176793318384,176.07875914421658,599.5472042924986
ppg0_RMSSD,3,"base, deceptive, truth",40.834729028895396,2.2310965358373464e-18,0.009310594573621099,negligible,129.3164381007612,8.304094002004656e-29,3311.0,642.9838318019561,155.10025193361233,626.5951335906894,,,,,,,,
ppg0_RMSSD,3,"base, deceptive, truth",40.834729028895396,2.2310965358373464e-18,0.009310594573621099,negligible,129.3164381007612,8.304094002004656e-29,,,,,2601.0,666.2697787849603,203.07444738399607,653.2145721491469,,,,
ppg0_RMSSD,3,"base, deceptive, truth",40.834729028895396,2.2310965358373464e-18,0.009310594573621099,negligible,129.3164381007612,8.304094002004656e-29,,,,,,,,,2781.0,622.6546941933318,175.1810389668913,597.9269871453114
ppg0_NN_Count,3,"base, deceptive, truth",679.0279921992042,6.352472553321871e-277,0.12158005172894842,medium,442.24999197101096,9.260499926251663e-97,3311.0,178.86741165810932,15.836960037773641,181.0,,,,,,,,
ppg0_NN_Count,3,"base, deceptive, truth",679.0279921992042,6.352472553321871e-277,0.12158005172894842,medium,442.24999197101096,9.260499926251663e-97,,,,,2775.0,166.08216216216215,47.94927650308271,177.0,,,,
ppg0_NN_Count,3,"base, deceptive, truth",679.0279921992042,6.352472553321871e-277,0.12158005172894842,medium,442.24999197101096,9.260499926251663e-97,,,,,,,,,3729.0,131.43577366586217,79.37633927732452,171.0
ppg0_SD1,3,"base, deceptive, truth",40.62152002021894,2.755839803614592e-18,0.009262431752211866,negligible,128.68391189369325,1.1393143760796947e-28,3311.0,455.96671139246075,110.09544900380536,444.4433510275926,,,,,,,,
ppg0_SD1,3,"base, deceptive, truth",40.62152002021894,2.755839803614592e-18,0.009262431752211866,negligible,128.68391189369325,1.1393143760796947e-28,,,,,2601.0,472.5695846493873,144.2733930402641,463.2601101697945,,,,
ppg0_SD1,3,"base, deceptive, truth",40.62152002021894,2.755839803614592e-18,0.009262431752211866,negligible,128.68391189369325,1.1393143760796947e-28,,,,,,,,,2781.0,441.67139670454736,124.50648461378836,423.9438937966621
ppg0_SD2,3,"base, deceptive, truth",51.184239632529774,7.959344321926629e-23,0.011642878651693675,small,186.5506476463155,3.0977157641153563e-41,3311.0,576.2227465374749,148.4637585771435,565.7464683088207,,,,,,,,
ppg0_SD2,3,"base, deceptive, truth",51.184239632529774,7.959344321926629e-23,0.011642878651693675,small,186.5506476463155,3.0977157641153563e-41,,,,,2601.0,610.6605911004852,181.6503281128358,601.1933048584098,,,,
ppg0_SD2,3,"base, deceptive, truth",51.184239632529774,7.959344321926629e-23,0.011642878651693675,small,186.5506476463155,3.0977157641153563e-41,,,,,,,,,2781.0,567.357503225733,170.17536514739996,554.1135163942959
ppg0_SD1_SD2,3,"base, deceptive, truth",134.7725922727221,2.282521910367404e-58,0.030084695036796043,small,356.1211482781536,4.669551901272485e-78,3311.0,0.7955324018317006,0.04925037840613766,0.8000249855302074,,,,,,,,
ppg0_SD1_SD2,3,"base, deceptive, truth",134.7725922727221,2.282521910367404e-58,0.030084695036796043,small,356.1211482781536,4.669551901272485e-78,,,,,2601.0,0.775418128647158,0.047652260729118295,0.7774571312900838,,,,
ppg0_SD1_SD2,3,"base, deceptive, truth",134.7725922727221,2.282521910367404e-58,0.030084695036796043,small,356.1211482781536,4.669551901272485e-78,,,,,,,,,2781.0,0.7812486114109691,0.049706043683831976,0.7806245830709455
ppg1_Mean_NN,3,"base, deceptive, truth",9.02586283780053,0.00012139011669126154,0.002072992472285819,negligible,14.097167454643467,0.0008686383152616713,3311.0,942.2905725206152,90.51858839197477,923.1491500552488,,,,,,,,
ppg1_Mean_NN,3,"base, deceptive, truth",9.02586283780053,0.00012139011669126154,0.002072992472285819,negligible,14.097167454643467,0.0008686383152616713,,,,,2601.0,938.9377439355729,97.82953175622957,919.1578844640884,,,,
ppg1_Mean_NN,3,"base, deceptive, truth",9.02586283780053,0.00012139011669126154,0.002072992472285819,negligible,14.097167454643467,0.0008686383152616713,,,,,,,,,2781.0,932.2857765901205,89.20264455294898,909.4350031038252
ppg1_Median_NN,3,"base, deceptive, truth",7.761827867948665,0.0004286356415828117,0.001783196089033553,negligible,198.72275364904482,7.045346072038356e-44,3311.0,724.3991923165207,42.3746088136005,715.1293440000001,,,,,,,,
ppg1_Median_NN,3,"base, deceptive, truth",7.761827867948665,0.0004286356415828117,0.001783196089033553,negligible,198.72275364904482,7.045346072038356e-44,,,,,2601.0,723.6492108573625,36.46892324002541,715.1815680000001,,,,
ppg1_Median_NN,3,"base, deceptive, truth",7.761827867948665,0.0004286356415828117,0.001783196089033553,negligible,198.72275364904482,7.045346072038356e-44,,,,,,,,,2781.0,728.5418129996405,66.34423444415506,715.059712
ppg1_Heart_Rate,3,"base, deceptive, truth",0.5799257093356247,0.5599616321975229,0.0001334518566566147,negligible,10.069505246880746,0.006507807796770063,3311.0,71.30457053594924,21.29001162213293,83.79356483298044,,,,,,,,
ppg1_Heart_Rate,3,"base, deceptive, truth",0.5799257093356247,0.5599616321975229,0.0001334518566566147,negligible,10.069505246880746,0.006507807796770063,,,,,2601.0,71.8297857418057,20.819185558946664,83.86033403516606,,,,
ppg1_Heart_Rate,3,"base, deceptive, truth",0.5799257093356247,0.5599616321975229,0.0001334518566566147,negligible,10.069505246880746,0.006507807796770063,,,,,,,,,2781.0,71.2986636747408,20.595143901712916,83.88048761807688
ppg1_Mean_HR,3,"base, deceptive, truth",7.428309952636853,0.0005979715517507128,0.0017067047228901257,negligible,17.616775292302105,0.00014947406683740155,3311.0,73.68549992505372,4.082069033876228,75.08079271934831,,,,,,,,
ppg1_Mean_HR,3,"base, deceptive, truth",7.428309952636853,0.0005979715517507128,0.0017067047228901257,negligible,17.616775292302105,0.00014947406683740155,,,,,2601.0,74.10954383240932,4.276389628574926,75.22966892456846,,,,
ppg1_Mean_HR,3,"base, deceptive, truth",7.428309952636853,0.0005979715517507128,0.0017067047228901257,negligible,17.616775292302105,0.00014947406683740155,,,,,,,,,2781.0,73.89108121128581,4.279240711516302,74.80575156233782
ppg1_SDNN,3,"base, deceptive, truth",39.87794757133749,5.757307074538688e-18,0.009094425899225947,negligible,110.7446204926334,8.955940709666516e-25,3311.0,486.51909310733464,132.66782327940192,477.719839104954,,,,,,,,
ppg1_SDNN,3,"base, deceptive, truth",39.87794757133749,5.757307074538688e-18,0.009094425899225947,negligible,110.7446204926334,8.955940709666516e-25,,,,,2601.0,498.66647140918144,142.9575590489375,485.01700647587154,,,,
ppg1_SDNN,3,"base, deceptive, truth",39.87794757133749,5.757307074538688e-18,0.009094425899225947,negligible,110.7446204926334,8.955940709666516e-25,,,,,,,,,2781.0,467.13083760079536,117.03865762346427,457.47704959592033
ppg1_SDSD,3,"base, deceptive, truth",49.693790903004924,3.473306137325778e-22,0.011307679958469652,small,122.76544900498587,2.1969565326615976e-27,3311.0,671.7339742295917,178.23521985291467,648.5879946935894,,,,,,,,
ppg1_SDSD,3,"base, deceptive, truth",49.693790903004924,3.473306137325778e-22,0.011307679958469652,small,122.76544900498587,2.1969565326615976e-27,,,,,2601.0,677.7950995945047,196.47992016482056,655.6037073474204,,,,
ppg1_SDSD,3,"base, deceptive, truth",49.693790903004924,3.473306137325778e-22,0.011307679958469652,small,122.76544900498587,2.1969565326615976e-27,,,,,,,,,2781.0,634.207708292962,154.43571118420456,620.9603319176747
ppg1_RMSSD,3,"base, deceptive, truth",49.92558031899939,2.76197097302009e-22,0.01135982382558924,small,123.39683836509538,1.6022010310042788e-27,3311.0,669.7675583766743,177.54420269966528,646.6137544137695,,,,,,,,
ppg1_RMSSD,3,"base, deceptive, truth",49.92558031899939,2.76197097302009e-22,0.01135982382558924,small,123.39683836509538,1.6022010310042788e-27,,,,,2601.0,675.7527915207453,195.62114605615557,652.7436189528853,,,,
ppg1_RMSSD,3,"base, deceptive, truth",49.92558031899939,2.76197097302009e-22,0.01135982382558924,small,123.39683836509538,1.6022010310042788e-27,,,,,,,,,2781.0,632.2709211579397,153.8267874771755,618.9583965653761
ppg1_NN_Count,3,"base, deceptive, truth",612.7163356736373,1.7854609845520807e-251,0.11102515483772309,medium,311.42864426471937,2.3666233472562695e-68,3311.0,176.75596496526728,18.47455030495664,180.0,,,,,,,,
ppg1_NN_Count,3,"base, deceptive, truth",612.7163356736373,1.7854609845520807e-251,0.11102515483772309,medium,311.42864426471937,2.3666233472562695e-68,,,,,2775.0,165.25477477477477,47.86712892044604,179.0,,,,
ppg1_NN_Count,3,"base, deceptive, truth",612.7163356736373,1.7854609845520807e-251,0.11102515483772309,medium,311.42864426471937,2.3666233472562695e-68,,,,,,,,,3729.0,131.66130329847144,79.42058350481419,175.0
ppg1_SD1,3,"base, deceptive, truth",49.693790903004924,3.473306137325778e-22,0.011307679958469652,small,122.76544900498587,2.1969565326615976e-27,3311.0,474.98764833113387,126.03133260427111,458.6209692440216,,,,,,,,
