host_timestamp_ns,host_timestamp_iso,pmd_timestamp,ppg0,ppg1,ppg2,ambient
1783422941833985441,2026-07-07T18:15:41.833+07:00,540284521159662319,215658,173485,176298,1285
1783422941852167259,2026-07-07T18:15:41.852+07:00,540284521159662319,215637,173413,176308,1322
1783422941870349077,2026-07-07T18:15:41.870+07:00,540284521159662319,215595,173408,176316,1320
1783422941888530895,2026-07-07T18:15:41.888+07:00,540284521159662319,215568,173458,176309,1326
1783422941906712713,2026-07-07T18:15:41.906+07:00,540284521159662319,215581,173492,176289,1311
1783422941924894531,2026-07-07T18:15:41.924+07:00,540284521159662319,215533,173443,176318,1270
1783422941943076349,2026-07-07T18:15:41.943+07:00,540284521159662319,215479,173403,176321,1223
1783422941961258167,2026-07-07T18:15:41.961+07:00,540284521159662319,215497,173497,176377,1290
1783422941979439985,2026-07-07T18:15:41.979+07:00,540284521159662319,215440,173428,176352,1306
1783422941997621803,2026-07-07T18:15:41.997+07:00,540284521159662319,215394,173393,176366,1237
1783422942015803621,2026-07-07T18:15:42.015+07:00,540284521159662319,215312,173343,176284,1289
1783422942033985439,2026-07-07T18:15:42.033+07:00,540284521159662319,215130,173221,176162,1252
1783422942052167257,2026-07-07T18:15:42.052+07:00,540284521159662319,215021,173211,176160,1236
1783422942070349075,2026-07-07T18:15:42.070+07:00,540284521159662319,215011,173172,176087,1310
1783422942088530893,2026-07-07T18:15:42.088+07:00,540284521159662319,214947,173175,176086,1248
1783422942106712711,2026-07-07T18:15:42.106+07:00,540284521159662319,214866,173062,176008,1289
1783422942124894529,2026-07-07T18:15:42.124+07:00,540284521159662319,214853,172993,175969,1266
1783422942143076347,2026-07-07T18:15:42.143+07:00,540284521159662319,214808,172919,175847,1288
1783422942161258165,2026-07-07T18:15:42.161+07:00,540284521159662319,214780,172872,175919,1297
1783422942179439983,2026-07-07T18:15:42.179+07:00,540284521159662319,214749,172865,175903,1296
1783422942197621801,2026-07-07T18:15:42.197+07:00,540284521159662319,214745,172887,175891,1255
1783422942215803619,2026-07-07T18:15:42.215+07:00,540284521159662319,214805,172982,176029,1207
1783422942233985437,2026-07-07T18:15:42.233+07:00,540284521159662319,214808,173022,176121,1226
1783422942252167255,2026-07-07T18:15:42.252+07:00,540284521159662319,214773,172991,176111,1251
1783422942270349073,2026-07-07T18:15:42.270+07:00,540284521159662319,214504,172865,176028,1308
1783422942288530891,2026-07-07T18:15:42.288+07:00,540284521159662319,214644,172965,176034,1277
1783422942306712709,2026-07-07T18:15:42.306+07:00,540284521159662319,214950,173224,176300,1301
1783422942324894527,2026-07-07T18:15:42.324+07:00,540284521159662319,215345,173576,176504,1296
1783422942343076345,2026-07-07T18:15:42.343+07:00,540284521159662319,215780,173866,176778,1323
1783422942361258163,2026-07-07T18:15:42.361+07:00,540284521159662319,216218,174112,177077,1321
1783422942379439981,2026-07-07T18:15:42.379+07:00,540284521159662319,216615,174364,177404,1309
1783422942397621799,2026-07-07T18:15:42.397+07:00,540284521159662319,217049,174600,177720,1286
