window_start_ns,window_end_ns,red_Mean_NN,red_Median_NN,red_Heart_Rate,red_Mean_HR,red_SDNN,red_SDSD,red_RMSSD,red_NN_Count,red_SD1,red_SD2,red_SD1_SD2,infrared_Mean_NN,infrared_Median_NN,infrared_Heart_Rate,infrared_Mean_HR,infrared_SDNN,infrared_SDSD,infrared_RMSSD,infrared_NN_Count,infrared_SD1,infrared_SD2,infrared_SD1_SD2,ppg0_Mean_NN,ppg0_Median_NN,ppg0_Heart_Rate,ppg0_Mean_HR,ppg0_SDNN,ppg0_SDSD,ppg0_RMSSD,ppg0_NN_Count,ppg0_SD1,ppg0_SD2,ppg0_SD1_SD2,ppg1_Mean_NN,ppg1_Median_NN,ppg1_Heart_Rate,ppg1_Mean_HR,ppg1_SDNN,ppg1_SDSD,ppg1_RMSSD,ppg1_NN_Count,ppg1_SD1,ppg1_SD2,ppg1_SD1_SD2,ppg2_Mean_NN,ppg2_Median_NN,ppg2_Heart_Rate,ppg2_Mean_HR,ppg2_SDNN,ppg2_SDSD,ppg2_RMSSD,ppg2_NN_Count,ppg2_SD1,ppg2_SD2,ppg2_SD1_SD2,label
1783333595431094395,1783333605431094395,1320.9764205714284,1199.703168,32.39437670938648,62.71184201232943,748.4432181662443,1044.1016980234162,1039.938715290617,126.0,738.2913909207466,920.7591502039191,0.8018290024674078,1424.3889165128205,1473.3196799999998,35.63381438032512,58.95963599971905,735.8809278488379,1103.9139047758013,1099.1526042726712,117.0,780.5850079130898,882.2613006666414,0.8847548989435166,940.0394426966291,715.6124159999999,83.84426913017676,73.32036758538567,504.29958454677603,697.2990909626134,695.3266921559512,178.0,493.06491573487915,622.1572440981299,0.7925085184045697,978.520589473684,715.6124159999999,41.92213456508838,71.71737191797357,513.7893272911617,721.3523248794188,719.2446209197626,171.0,510.0731205469185,630.7706806156842,0.8086506494706525,1004.1903498795181,715.6124159999999,19.79656354462507,71.56759622988679,609.9113296274768,825.061814546589,822.6774981132386,166.0,583.4068039639708,757.4971356778756,0.770176910889421,base
1783333596431094395,1783333606431094395,1355.384527338843,1347.035136,13.197709029750046,62.36766072351783,811.9436730974955,1089.224463403714,1084.9465617655535,121.0,770.1980043070446,1010.8919693255201,0.7618994192039437,1420.8857465263156,1494.367104,142.53525752130048,60.125752301591156,741.4220030626403,1123.4247050678248,1118.494925457684,114.0,794.3812271059561,885.3769853919026,0.8972237139802451,911.8250135081967,715.6124159999999,83.84426913017676,74.3571688852544,438.45170233945976,608.1156023871835,606.4426539564882,183.0,430.00266619331967,540.3967469388197,0.7957166075279907,948.0907810909091,715.6124159999999,83.84426913017676,73.7539687002534,538.4748312481831,736.3176102628763,734.2108316665395,176.0,520.6551753239532,666.610367440914,0.7810487216433852,965.9788666046512,715.6124159999999,83.84426913017676,73.2143528815617,575.0938433284654,772.2594499619313,769.9980704366945,172.0,546.0698939034748,715.8000368501911,0.7628805054361308,base
1783333597431094395,1783333607431094395,1352.5108885853658,1347.035136,75.01855659015814,62.03215871604879,759.9650481219536,1059.6820349721343,1055.3550140875896,123.0,749.3083528303564,935.0733901268582,0.8013364092509363,1418.9921411282048,1473.3196799999998,54.82125289280787,60.71434272596052,786.3395434133514,1189.8839789862184,1184.7442896630844,117.0,841.3750303663865,939.5231685323236,0.8955340948970325,898.5543500108108,715.6124159999999,83.84426913017676,75.11888645261514,429.8213919138287,588.9498500946073,587.3472624979337,185.0,416.45043278069744,531.768160396866,0.7831428502035448,918.4119047071821,715.6124159999999,83.84426913017676,75.25613493251532,519.5960968068952,713.8326187835066,711.8469887375069,181.0,504.7558853739692,642.316865514281,0.785836263181146,933.8907570337078,715.6124159999999,83.84426913017676,74.51414086052392,517.5979221089849,686.9532074661461,685.1302873546751,178.0,485.74927135716115,646.4047034413279,0.7514630830672028,base
1783333598431094395,1783333608431094395,1387.3760319999997,1431.2248319999999,30.9859255481088,60.31384880974898,759.1482776970005,1063.128142009917,1058.712308853551,120.0,751.7451184854671,932.7657012761994,0.8059313474508528,1507.4506378378378,1641.6990719999997,33.14773430727918,56.57489192305177,784.7462074797994,1193.2868452824741,1187.8859360623633,111.0,843.78122019994,935.7723262240698,0.901694991990923,902.2939158260868,715.6124159999999,83.84426913017676,75.03193096850308,438.29414482732426,606.4701126695963,604.8234621311926,184.0,428.83912925564107,540.6033808527864,0.7932601689970189,892.5918307096773,715.6124159999999,83.84426913017676,76.0626472665894,467.5641572297885,662.3289818001858,660.5364778861507,186.0,468.3373144072928,572.3308153672027,0.8182982670727095,909.3417440883977,715.6124159999999,83.84426913017676,75.08911133779381,473.79678177347,669.9216758984021,668.058190575474,181.0,473.7061598916166,580.3171700700948,0.8162883752593415,base
1783333599431094395,1783333609431094395,1389.8315647999998,1410.1774079999998,89.08453595081279,60.007086767905655,774.3079956549093,1092.052594162341,1087.4572767052355,120.0,772.1977947445521,949.1896686996079,0.8135337121846943,1502.5206105945945,1599.604224,71.26762876065024,56.006007121084394,783.313708185702,1176.297429879723,1170.9840015822322,111.0,831.7678893602596,938.7448108926408,0.8860425961442512,897.5707912258064,715.6124159999999,83.84426913017676,75.24456045767515,431.1399966638719,600.2728661789279,598.64830875855,186.0,424.45701423740485,530.736766183558,0.7997505378977349,913.3656854505494,715.6124159999999,83.84426913017676,75.52540220010829,531.8219752826967,761.8663573523963,759.7588391868214,182.0,538.7208676417729,648.5053123690092,0.8307115722364857,904.4641657704917,715.6124159999999,83.84426913017676,75.12261037311859,454.6375915181986,625.3701947265068,623.6497782764694,183.0,442.20350544306467,561.7995275272751,0.7871197531784964,base
1783333600431094395,1783333610431094395,1374.7475775999997,1389.1299839999997,43.19250227918197,59.76572072878309,749.9937660897066,1039.0871668407271,1034.713011010962,120.0,734.7455819169957,924.6922532786629,0.7945839054148263,1529.3174135779814,1599.604224,41.92213456508838,53.46028347021865,766.3209863055506,1174.4852992376827,1169.0393804926614,109.0,830.4865194948769,910.8467371480597,0.9117741609254729,909.2487167999999,715.6124159999999,83.84426913017676,74.4827926983764,432.1257187408046,603.663729069768,601.9751558906174,180.0,426.85471638159174,531.3782072553496,0.8032973700339767,898.2534504918034,715.6124159999999,83.84426913017676,75.21939670838997,442.16652520656703,633.0299953299702,631.299353082396,183.0,447.6198023923105,539.2965123933528,0.8300068554232091,913.2243413333332,715.6124159999999,83.84426913017676,74.64979002517244,460.2900457068635,641.6396597191273,639.8559232185719,180.0,453.70775446562374,566.399584324118,0.8010382899680817,base
1783333601431094395,1783333611431094395,1392.2870976,1431.2248319999999,27.410626446403935,58.42799663472598,739.8524838136079,1025.6708329109451,1021.3874833399802,120.0,725.2588012165836,912.0105433816387,0.795230720170625,1524.6831183853212,1599.604224,24.158518223949233,54.27360183597285,773.8695479770469,1168.0326415886448,1162.6219154683245,109.0,825.9238015145669,925.5663626225084,0.8923442282132927,914.5853314098359,715.6124159999999,83.84426913017676,74.1535462826009,431.1896295969362,584.7535436382144,583.1581207585563,183.0,413.48319602944514,535.130653807576,0.7726770893938114,885.5508764444443,715.6124159999999,83.84426913017676,75.63282313691806,421.62795083375335,590.2918242368312,588.719805935231,189.0,417.39935179684096,518.1014846613821,0.8056324178836171,919.6105255384616,715.6124159999999,83.84426913017676,74.60529112179307,480.8282758228643,661.5278244163848,659.6978684227433,182.0,467.7708105884094,594.1270032933263,0.7873246090406472,base
1783333602431094395,1783333612431094395,1357.3021720975605,1262.8454399999998,52.79083611900018,60.70002528499769,748.8248957796085,1015.9549740858808,1011.7847747550286,123.0,718.3886515563295,929.2127429906578,0.7731153677942534,1491.7361760000001,1578.5567999999998,61.9718510962176,55.26159244989539,758.6922342157702,1155.408905229431,1150.208590291937,112.0,816.9974719310557,904.1489799517369,0.9036093498381944,891.6047060425531,715.6124159999999,83.84426913017676,75.5103072850954,420.4963485874593,570.6335205528944,569.1073199258777,188.0,403.49883195530475,521.755406925625,0.7733486353938687,868.5061385284972,715.6124159999999,83.84426913017676,76.61832599720836,409.6243746544295,553.1094926921385,551.71758304472,193.0,391.10747302126225,509.0203619655369,0.7683532963416935,901.1918534193549,715.6124159999999,83.84426913017676,75.78108254645953,479.7250201434669,656.0763206741808,654.3007387428,186.0,463.9160153246331,593.854489977096,0.781194759245696,base
1783333603431094395,1783333613431094395,1396.2047483697477,1389.1299839999997,33.14773430727918,59.79607905834213,757.5153816869881,1065.3735138125512,1060.8841625405673,119.0,753.3328361133948,929.4643220702133,0.8105021550859344,1513.501125818182,1599.604224,33.93696607650011,54.72022206236075,787.7162317384718,1108.6107726191362,1103.9460909545012,110.0,783.9061950154489,966.3018483873019,0.8112436050119742,853.9240594285714,715.6124159999999,83.84426913017676,77.05762664680722,335.62354769059345,461.759371160454,460.5738509215216,196.0,326.5131826239929,414.7058021238859,0.7873369047449521,837.4547901105527,715.6124159999999,83.84426913017676,78.16745105764207,375.1836668275653,520.6546307497191,519.3507579642154,199.0,368.1584200593044,462.3367350514919,0.7962993034033979,867.1974904041451,715.6124159999999,83.84426913017676,77.34145404494473,439.27600689059307,588.6032818210881,587.0684596994065,193.0,416.2053720043479,547.0953889559388,0.7607546698549632,base
1783333604431094395,1783333614431094395,1400.0044863999997,1431.2248319999999,38.52304257332446,60.45753050116473,759.4247962930381,1077.4795491179107,1072.9763601173563,120.0,761.8930957710984,929.0917596005308,0.8200407418301496,1504.9873638165132,1599.604224,25.00618553005272,55.49883379599445,731.3545130377572,1087.3579469399715,1082.346142899841,109.0,768.8781778583359,879.8704571060518,0.8738538402428281,851.7763631020407,715.6124159999999,83.84426913017676,76.88988888816863,313.17481853570655,423.86763888834156,422.77940181961077,196.0,299.7196817834771,388.8971459210662,0.7706913895539637,847.4526252182741,715.6124159999999,83.84426913017676,77.64598234575219,383.4618677825055,531.2493146597981,529.8923537855113,197.0,375.64999289664917,472.78911737144415,0.7945402698461899,873.248852,715.6124159999999,83.84426913017676,77.0826758706988,444.45268777290113,598.9034090225751,597.3335415543678,192.0,423.4886617956034,552.6346532768248,0.7663085535525949,base
