host_timestamp_ns,red,infrared,ppg0,ppg1,ppg2,ambient,label
1783335104466690000,111433,71982,188350,141386,176450,1390,truth
1783335104466690000,111390,72036,188350,141386,176450,1390,truth
1783335104466690000,111390,71976,188350,141386,176450,1390,truth
1783335104466690000,111411,71964,188350,141386,176450,1390,truth
1783335104466690000,111433,71964,188350,141386,176450,1390,truth
1783335104466690000,111368,71982,188350,141386,176450,1390,truth
1783335104466690000,111433,71964,188350,141386,176450,1390,truth
1783335104466690000,111347,72000,188350,141386,176450,1390,truth
1783335104466690000,111368,71964,188350,141386,176450,1390,truth
1783335104466690000,111368,72000,188350,141386,176450,1390,truth
1783335104466690000,111368,71946,188350,141386,176450,1390,truth
1783335104494630000,111347,71946,188395,141434,176435,1411,truth
1783335104494630000,111347,71982,188395,141434,176435,1411,truth
1783335104494630000,111347,71982,188395,141434,176435,1411,truth
1783335104494630000,111347,71964,188395,141434,176435,1411,truth
1783335104494630000,111347,71982,188395,141434,176435,1411,truth
1783335104494630000,111347,71964,188395,141434,176435,1411,truth
1783335104494630000,111325,71964,188395,141434,176435,1411,truth
1783335104494630000,111325,71946,188395,141434,176435,1411,truth
1783335104494630000,111325,71946,188395,141434,176435,1411,truth
1783335104494630000,111304,71946,188395,141434,176435,1411,truth
1783335104494630000,111347,71964,188395,141434,176435,1411,truth
1783335104494630000,111325,71964,188395,141434,176435,1411,truth
1783335104494630000,111347,71964,188395,141434,176435,1411,truth
1783335104494630000,111304,71928,188395,141434,176435,1411,truth
1783335104494630000,111304,71964,188395,141434,176435,1411,truth
1783335104494630000,111304,71964,188395,141434,176435,1411,truth
1783335104494630000,111347,71928,188395,141434,176435,1411,truth
1783335104537210000,111347,71946,188372,141396,176468,1396,truth
1783335104537210000,111347,71964,188372,141396,176468,1396,truth
1783335104537210000,111282,71964,188372,141396,176468,1396,truth
1783335104537210000,111304,71964,188372,141396,176468,1396,truth
1783335104537210000,111347,71964,188372,141396,176468,1396,truth
1783335104537210000,111347,71964,188372,141396,176468,1396,truth
1783335104537210000,111368,71976,188372,141396,176468,1396,truth
1783335104537210000,111368,71964,188372,141396,176468,1396,truth
1783335104537210000,111325,71982,188372,141396,176468,1396,truth
1783335104537210000,111368,71928,188372,141396,176468,1396,truth
1783335104537210000,111347,71982,188372,141396,176468,1396,truth
1783335104537210000,111368,71988,188372,141396,176468,1396,truth
1783335104537210000,111368,71964,188372,141396,176468,1396,truth
1783335104537210000,111390,72024,188372,141396,176468,1396,truth
1783335104537210000,111433,71976,188372,141396,176468,1396,truth
1783335104537210000,111368,71982,188372,141396,176468,1396,truth
1783335104537210000,111433,72000,188372,141396,176468,1396,truth
1783335104579570000,111411,71988,188290,141429,176438,1347,truth
1783335104579570000,111390,71964,188290,141429,176438,1347,truth
1783335104579570000,111433,71982,188290,141429,176438,1347,truth
1783335104579570000,111411,72036,188290,141429,176438,1347,truth
1783335104579570000,111433,72012,188290,141429,176438,1347,truth
1783335104579570000,111455,71976,188290,141429,176438,1347,truth
1783335104579570000,111455,72012,188290,141429,176438,1347,truth
1783335104579570000,111411,71976,188290,141429,176438,1347,truth
1783335104579570000,111411,71964,188290,141429,176438,1347,truth
1783335104579570000,111411,71982,188290,141429,176438,1347,truth
1783335104579570000,111411,72036,188290,141429,176438,1347,truth
1783335104579570000,111433,71988,188290,141429,176438,1347,truth
1783335104579570000,111433,72012,188290,141429,176438,1347,truth
1783335104579570000,111411,71988,188290,141429,176438,1347,truth
1783335104579570000,111390,71982,188290,141429,176438,1347,truth
1783335104579570000,111455,72012,188290,141429,176438,1347,truth
