window_start_ns,window_end_ns,red_Mean_NN,red_Median_NN,red_Heart_Rate,red_Mean_HR,red_SDNN,red_SDSD,red_RMSSD,red_NN_Count,red_SD1,red_SD2,red_SD1_SD2,infrared_Mean_NN,infrared_Median_NN,infrared_Heart_Rate,infrared_Mean_HR,infrared_SDNN,infrared_SDSD,infrared_RMSSD,infrared_NN_Count,infrared_SD1,infrared_SD2,infrared_SD1_SD2,ppg0_Mean_NN,ppg0_Median_NN,ppg0_Heart_Rate,ppg0_Mean_HR,ppg0_SDNN,ppg0_SDSD,ppg0_RMSSD,ppg0_NN_Count,ppg0_SD1,ppg0_SD2,ppg0_SD1_SD2,ppg1_Mean_NN,ppg1_Median_NN,ppg1_Heart_Rate,ppg1_Mean_HR,ppg1_SDNN,ppg1_SDSD,ppg1_RMSSD,ppg1_NN_Count,ppg1_SD1,ppg1_SD2,ppg1_SD1_SD2,ppg2_Mean_NN,ppg2_Median_NN,ppg2_Heart_Rate,ppg2_Mean_HR,ppg2_SDNN,ppg2_SDSD,ppg2_RMSSD,ppg2_NN_Count,ppg2_SD1,ppg2_SD2,ppg2_SD1_SD2,label
1783419167961510601,1783419177961510601,1269.9914666666666,1179.3689600000002,142.44906021606675,59.5741526522052,585.1538357482733,771.2965804844519,768.3858101554333,132.0,545.3890423665516,732.1785432632415,0.7448853116287879,1609.1597980582526,1642.69248,21.583190941828292,51.0021237390372,768.6997255880245,1056.3584759791445,1051.1812015334838,103.0,746.9582417287397,950.1711576315939,0.7861301995217528,927.5830471111112,716.04544,94.96604014404448,73.93558787707079,467.4435510065584,668.1023402831618,666.2336851064247,180.0,472.419695340826,570.453120319525,0.8281481483986133,1030.647830123457,716.04544,44.515331317520854,67.68170453966316,463.1492227635312,640.7413290472629,638.7604041623292,162.0,453.0725387558005,571.2941820162472,0.793063456653433,982.146755764706,716.04544,94.96604014404448,70.41580675986864,461.8466952457516,539.5792221874702,537.9806963486536,170.0,381.54012699612304,594.8262818375929,0.6414311852822536,base
1783419168961510601,1783419178961510601,1289.0777004651163,1179.3689600000002,18.74329739685089,59.42775916838741,610.3000953269882,789.0248435937543,786.1764356898358,129.0,557.9248174297987,767.6538033255777,0.7267922271899061,1566.796431698113,1600.57216,129.49914565096975,52.445339112825025,766.2661898845438,1063.5585113592565,1058.4894321005543,106.0,752.0494355708,944.2132019566196,0.7964826524479709,934.2192323595505,716.04544,43.166381883656584,73.86735314776946,482.6630875338112,683.3929639728311,681.4607797040348,178.0,483.2317990403629,590.9067831168045,0.8177800845194266,1003.995264,716.04544,43.166381883656584,68.83042106217172,447.4138001471332,606.834996463829,604.9875124161545,165.0,429.0971410608881,555.2441254897559,0.7728080701122245,970.501726117647,716.04544,50.874664362880964,70.85651327117206,447.6714207408398,515.7375610859865,514.2154864402819,170.0,364.6815267565123,578.206791656336,0.6307112472889544,base
1783419169961510601,1783419179961510601,1333.69781248,1263.6096,39.56918339335187,57.725229569950756,614.5615856558653,838.3250479479758,834.9514049816657,125.0,592.7853262425513,761.3636868300582,0.7785836604719305,1591.2570892307692,1621.63232,34.74367322343091,51.193775071787954,765.6702183321161,1053.7672231023164,1048.6396905772783,104.0,745.1259492477656,945.9891259207521,0.7876686198929803,931.5885300558659,716.04544,44.515331317520854,73.89712630093392,472.65748566067145,680.6145139189067,678.6999826610079,179.0,481.2671381660448,575.327009936843,0.8365105928520136,975.1716191812867,716.04544,94.96604014404448,70.54145524578249,436.55797552849316,570.6979394327659,569.032529518877,171.0,403.54438298209834,547.4867098632365,0.7370852583488369,975.1716191812866,716.04544,44.515331317520854,70.38600754679454,437.4177163447138,543.301023240643,541.700722199682,171.0,384.1718377590486,555.7648033843693,0.6912489517501053,base
1783419170961510601,1783419180961510601,1422.3708061538462,1347.85024,101.74932872576193,55.39277817561733,672.5708394972842,938.6986426993112,934.7403244349757,117.0,663.760175743291,827.2933475090808,0.8023274667224436,1686.9617959183677,1684.8128,20.94839120824511,49.203203344349454,812.3731833727655,1159.8341802159973,1153.8453942944125,98.0,820.1266138826719,991.7643604844214,0.8269369686586499,986.9613443786983,716.04544,89.03066263504171,74.30931697305807,690.2700076655672,980.9948048829516,978.0754471065037,169.0,693.6680788415092,844.0128347148574,0.821869111831527,1049.0343849056605,716.04544,89.03066263504171,69.3791067018573,608.2029846978014,844.280127290368,841.6396211561832,159.0,596.9962032280607,749.412775348985,0.7966186631260093,1042.47792,716.04544,89.03066263504171,69.70723386532481,680.908986529889,908.3204779021061,905.4651991148065,160.0,642.2795694151847,849.1245922891667,0.7564020348105269,base
1783419171961510601,1783419181961510601,1355.3839557723581,1263.6096,118.70755018005562,58.43680956686019,636.3693569776949,894.5739848156654,891.0296567410982,123.0,632.5593309362285,780.9393468273738,0.8099980280236224,1643.5265457425744,1642.69248,29.676887545013905,49.94023737838281,811.3598265072563,1152.197026108472,1146.438975625831,101.0,814.7263304242742,992.330609926182,0.8210230766587766,964.0597948235295,716.04544,94.96604014404448,74.22434935326609,569.8104132517227,793.5396050263713,791.3159020962999,170.0,561.1172358542417,701.3854417606952,0.800012664143218,1028.788816,716.04544,94.96604014404448,70.67070292426642,641.1148202991637,895.5402837217532,892.7198346153763,160.0,633.2426074453765,788.3897041897163,0.8032101435117098,1051.377536,716.04544,29.071236778789128,69.53461429050824,689.2199052331679,942.325131122395,939.2606908580264,155.0,666.3244902991481,853.2607997283269,0.7809153901260926,base
1783419172961510601,1783419182961510601,1364.7674177049184,1305.72992,94.96604014404448,57.97983450555683,634.0093081194489,894.7171315104575,891.0256103467573,122.0,632.6605509348205,777.0494959844123,0.8141830786896384,1682.2600533333336,1684.8128,64.74957282548488,50.59913597724546,891.7793842311158,1271.5347766896932,1265.206011866475,99.0,899.1108631118044,1089.1927139842744,0.8254837289746924,936.6416922033897,716.04544,94.96604014404448,75.30929025329492,537.9627199421766,774.7794378549085,772.5872340699357,177.0,547.8517944311071,654.7801018391422,0.8366958508548206,994.6485204819277,716.04544,94.96604014404448,73.01122279650714,646.842969492259,888.6760966951384,886.0267063153278,166.0,628.3888942515244,799.6095004149215,0.785869720063919,1029.7240963975157,716.04544,94.96604014404448,70.73918527071055,683.6917584938391,946.1237528893154,943.1625186622633,161.0,669.0105215097002,843.2563680871052,0.7933655135357293,base
1783419173961510601,1783419183961510601,1383.6525120000001,1326.79008,79.13836678670374,57.156768628703816,628.7569987741388,864.2067404549496,860.6064643417707,120.0,611.0864465228175,777.1469645137801,0.7863203157528152,1677.2311424000002,1600.57216,45.9513097471183,49.15109007542196,899.730365143849,1302.5773344785507,1295.9904140423537,100.0,921.0612662296809,1093.0931030106522,0.8426192276694889,907.669752967033,716.04544,83.79356483298044,76.73698646521473,517.3563770173257,730.2192674808729,728.2745852425427,182.0,516.3429957887986,634.0427406972742,0.8143662290352256,969.5020167441862,716.04544,94.96604014404448,74.43006492993403,641.3388242573426,868.0804989069717,865.6820785493288,172.0,613.825607392921,796.3918864817351,0.7707582382646472,1030.5089470807452,716.04544,27.931188277660137,71.02112760136278,691.5790844260928,952.1720035828633,949.2036299461166,161.0,673.2872805894243,854.3449999441177,0.7880742330480821,base
1783419174961510601,1783419184961510601,1358.4659304065044,1305.72992,49.12036559174714,58.851947574962246,644.578608277217,899.0737748640702,895.3847260264866,123.0,635.7411629933714,793.0193890032612,0.8016716511716424,1658.6982016,1579.512,29.071236778789128,48.47742184996851,868.4828714292003,1265.545830720285,1259.1414846829641,100.0,894.8760388046761,1052.6744195231704,0.8500976391257117,887.9053552941177,716.04544,94.96604014404448,77.38693893700348,480.2832406854005,669.3918614116878,667.5900342053048,187.0,473.33152447529005,591.0352075261588,0.8008516556170483,954.243111724138,716.04544,94.96604014404448,75.08079271934831,639.8554638137124,851.2432398690486,848.7794686372079,174.0,601.9198673506111,798.546345423253,0.7537694847649398,976.6958908235295,716.04544,94.96604014404448,72.57542454501593,536.7497228128119,725.1242339525588,722.9757559404583,170.0,512.740263030555,666.8952250638323,0.7688468049557226,base
1783419175961510601,1783419185961510601,1368.56515147541,1305.72992,35.61226505401669,57.9635408660936,642.111477376379,896.5849933634064,892.8995524514359,122.0,633.9813287173604,789.7139584532092,0.8027986867031223,1606.242203076923,1495.27136,35.61226505401669,50.34405918644844,854.6681818497079,1217.3303606886304,1211.4289398150197,104.0,860.7825529871964,1044.2423571034615,0.8243130027543134,860.30208,716.04544,83.79356483298044,78.65031506058419,453.1112779043641,648.9758073252057,647.2930766830303,193.0,458.89519418566726,552.5642593444686,0.8304829464179875,948.7902939428571,716.04544,89.03066263504171,75.1498464388151,633.027158663871,837.8003743738622,835.3995689169008,175.0,592.4143260003862,791.1822801269385,0.7487709733657563,969.5020167441862,716.04544,43.166381883656584,72.99630756094126,534.4852621909006,719.4622963687741,717.3555208462882,172.0,508.73666857040575,664.7875540535442,0.7652620231356353,base
1783419176961510601,1783419186961510601,1360.863021788618,1305.72992,40.699731490304785,58.0007613452375,630.4944908972134,879.7364522107666,876.1268894555134,123.0,622.0676110152282,775.6046349567387,0.8020421526360858,1585.8697841509436,1432.09088,14.838443772506952,51.82078163529358,884.231397759266,1234.078983746815,1228.3723630245142,106.0,872.6256179271761,1087.6546304021408,0.8023002831372478,870.9253666666667,716.04544,83.79356483298044,78.35454405193214,460.9213781420049,649.8724934562389,648.1690239641805,192.0,459.52924702951674,565.0782859205376,0.8132134227754358,955.529545142857,716.04544,83.79356483298044,75.07532265413111,648.667658672051,875.0208874436653,872.5028365037942,175.0,618.7332031912864,806.3027188646246,0.7673708505690523,1013.4404266666667,716.04544,83.79356483298044,72.10230173885755,624.7746902049894,819.5768975022886,817.0743667824213,165.0,579.5283819277003,782.7900448470277,0.7403369342043067,base
