host_timestamp_ns,red,infrared,ppg0,ppg1,ppg2,label
1784137615156686800,126066,44382,382155,488741,464510,deceptive
1784137615156686801,126094,44396,382155,488741,464510,deceptive
1784137615156686802,126149,44492,382155,488741,464510,deceptive
1784137615156686803,126149,44465,382155,488741,464510,deceptive
1784137615156686804,126122,44430,382155,488741,464510,deceptive
1784137615156686805,126122,44423,382155,488741,464510,deceptive
1784137615156686806,126039,44417,382155,488741,464510,deceptive
1784137615156686807,126039,44382,382155,488741,464510,deceptive
1784137615156686808,126011,44314,382155,488741,464510,deceptive
1784137615156686809,125984,44334,382155,488741,464510,deceptive
1784137615156686810,126011,44403,382155,488741,464510,deceptive
1784137615156686811,126039,44396,382155,488741,464510,deceptive
1784137615156686812,126011,44355,382155,488741,464510,deceptive
1784137615156686813,126011,44355,382155,488741,464510,deceptive
1784137615156686814,125984,44348,382155,488741,464510,deceptive
1784137615156686815,125956,44328,382155,488741,464510,deceptive
1784137615156686816,125901,44260,382155,488741,464510,deceptive
1784137615206540217,125929,44307,382155,488741,464510,deceptive
1784137615206540218,126011,44369,382155,488741,464510,deceptive
1784137615206540219,126011,44348,382155,488741,464510,deceptive
1784137615206540220,125984,44355,382155,488741,464510,deceptive
1784137615206540221,125956,44328,382155,488741,464510,deceptive
1784137615206540222,125956,44334,382155,488741,464510,deceptive
1784137615206540223,125956,44307,382155,488741,464510,deceptive
1784137615206540224,125901,44226,382155,488741,464510,deceptive
1784137615206540225,125901,44321,382155,488741,464510,deceptive
1784137615206540226,125929,44362,382155,488741,464510,deceptive
1784137615206540227,126039,44355,382155,488741,464510,deceptive
1784137615206540228,126066,44341,382155,488741,464510,deceptive
1784137615206540229,126011,44355,382155,488741,464510,deceptive
1784137615206540230,125956,44334,382155,488741,464510,deceptive
1784137615206540231,125984,44341,382155,488741,464510,deceptive
1784137615237061032,125929,44294,382155,488741,464510,deceptive
1784137615237061033,125984,44355,382155,488741,464510,deceptive
1784137615237061034,126039,44437,382155,488741,464510,deceptive
1784137615237061035,126094,44423,382155,488741,464510,deceptive
1784137615237061036,126122,44423,382155,488741,464510,deceptive
1784137615237061037,126094,44437,382155,488741,464510,deceptive
1784137615237061038,126122,44437,382155,488741,464510,deceptive
