host_timestamp_ns,red,infrared,ppg0,ppg1,ppg2,label
1783334795035043641,112830,68982,174898,132019,138057,base
1783334795035043642,112808,68998,174898,132019,138057,base
1783334795035043643,112808,68998,174898,132019,138057,base
1783334795035043644,112852,69015,174898,132019,138057,base
1783334795035043645,112830,69015,174898,132019,138057,base
1783334795035043646,112830,69015,174898,132019,138057,base
1783334795035043647,112830,68998,174898,132019,138057,base
1783334795035043648,112830,68998,174898,132019,138057,base
1783334795035043649,112852,68982,174898,132019,138057,base
1783334795035043650,112852,69015,174898,132019,138057,base
1783334795035043651,112852,69048,174898,132019,138057,base
1783334795035043652,112830,69015,174898,132019,138057,base
1783334795035043653,112830,69015,174898,132019,138057,base
1783334795035043654,112852,69064,174898,132019,138057,base
1783334795035043655,112852,69048,174898,132019,138057,base
1783334795077021202,112852,69048,174905,132114,138066,base
1783334795077021203,112852,69048,174905,132114,138066,base
1783334795077021204,112852,69015,174905,132114,138066,base
1783334795077021205,112830,69048,174905,132114,138066,base
1783334795077021206,112830,69015,174905,132114,138066,base
1783334795077021207,112874,69081,174905,132114,138066,base
1783334795077021208,112852,69081,174905,132114,138066,base
1783334795077021209,112830,69048,174905,132114,138066,base
1783334795077021210,112874,69015,174905,132114,138066,base
1783334795077021211,112874,69097,174905,132114,138066,base
1783334795077021212,112874,69048,174905,132114,138066,base
1783334795077021213,112874,69081,174905,132114,138066,base
1783334795077021214,112919,69081,174905,132114,138066,base
1783334795077021215,112852,69097,174905,132114,138066,base
1783334795077021216,112852,69048,174905,132114,138066,base
1783334795077021217,112896,69114,174905,132114,138066,base
1783334795077021218,112874,69081,174905,132114,138066,base
1783334795119623514,112896,69114,175100,132222,138194,base
1783334795119623515,112874,69081,175100,132222,138194,base
1783334795119623516,112919,69114,175100,132222,138194,base
1783334795119623517,112874,69131,175100,132222,138194,base
1783334795119623518,112896,69131,175100,132222,138194,base
1783334795119623519,112896,69114,175100,132222,138194,base
1783334795119623520,112941,69097,175100,132222,138194,base
1783334795119623521,112919,69164,175100,132222,138194,base
1783334795119623522,112896,69131,175100,132222,138194,base
1783334795119623523,112874,69147,175100,132222,138194,base
1783334795119623524,112919,69131,175100,132222,138194,base
1783334795119623525,112874,69131,175100,132222,138194,base
1783334795119623526,112896,69180,175100,132222,138194,base
1783334795119623527,112896,69164,175100,132222,138194,base
1783334795119623528,112896,69164,175100,132222,138194,base
1783334795119623529,112919,69164,175100,132222,138194,base
1783334795119623530,112919,69180,175100,132222,138194,base
1783334795162215174,112919,69147,175198,132321,138332,base
1783334795162215175,112941,69164,175198,132321,138332,base
1783334795162215176,112941,69180,175198,132321,138332,base
1783334795162215177,112919,69180,175198,132321,138332,base
1783334795162215178,112941,69180,175198,132321,138332,base
1783334795162215179,112941,69180,175198,132321,138332,base
1783334795162215180,112919,69197,175198,132321,138332,base
1783334795162215181,112896,69180,175198,132321,138332,base
1783334795162215182,112919,69180,175198,132321,138332,base
1783334795162215183,112941,69214,175198,132321,138332,base
1783334795162215184,112941,69230,175198,132321,138332,base
1783334795162215185,112963,69197,175198,132321,138332,base
1783334795162215186,112985,69197,175198,132321,138332,base
1783334795162215187,112963,69214,175198,132321,138332,base
1783334795162215188,112963,69247,175198,132321,138332,base
1783334795162215189,112963,69214,175198,132321,138332,base
1783334795162215190,113007,69247,175198,132321,138332,base
1783334795203126597,112985,69214,175297,132454,138488,base
1783334795203126598,112985,69214,175297,132454,138488,base
1783334795203126599,112985,69247,175297,132454,138488,base
1783334795203126600,112985,69214,175297,132454,138488,base
1783334795203126601,112985,69264,175297,132454,138488,base
1783334795203126602,113007,69247,175297,132454,138488,base
1783334795203126603,113007,69264,175297,132454,138488,base
1783334795203126604,113007,69247,175297,132454,138488,base
1783334795203126605,113007,69264,175297,132454,138488,base
1783334795203126606,113029,69247,175297,132454,138488,base
1783334795203126607,112985,69280,175297,132454,138488,base
1783334795203126608,113007,69280,175297,132454,138488,base
1783334795203126609,113029,69280,175297,132454,138488,base
1783334795203126610,113029,69264,175297,132454,138488,base
1783334795203126611,112985,69297,175297,132454,138488,base
1783334795203126612,113029,69297,175297,132454,138488,base
1783334795203126613,113029,69330,175297,132454,138488,base
1783334795244741931,113007,69347,175373,132494,138602,base
1783334795244741932,113029,69314,175373,132494,138602,base
1783334795244741933,113029,69330,175373,132494,138602,base
1783334795244741934,113007,69330,175373,132494,138602,base
1783334795244741935,113052,69330,175373,132494,138602,base
