,red_Mean_NN,red_Median_NN,red_Heart_Rate,red_Mean_HR,red_SDNN,red_SDSD,red_RMSSD,red_NN_Count,red_SD1,red_SD2,red_SD1_SD2,infrared_Mean_NN,infrared_Median_NN,infrared_Heart_Rate,infrared_Mean_HR,infrared_SDNN,infrared_SDSD,infrared_RMSSD,infrared_NN_Count,infrared_SD1,infrared_SD2,infrared_SD1_SD2,ppg0_Mean_NN,ppg0_Median_NN,ppg0_Heart_Rate,ppg0_Mean_HR,ppg0_SDNN,ppg0_SDSD,ppg0_RMSSD,ppg0_NN_Count,ppg0_SD1,ppg0_SD2,ppg0_SD1_SD2,ppg1_Mean_NN,ppg1_Median_NN,ppg1_Heart_Rate,ppg1_Mean_HR,ppg1_SDNN,ppg1_SDSD,ppg1_RMSSD,ppg1_NN_Count,ppg1_SD1,ppg1_SD2,ppg1_SD1_SD2,ppg2_Mean_NN,ppg2_Median_NN,ppg2_Heart_Rate,ppg2_Mean_HR,ppg2_SDNN,ppg2_SDSD,ppg2_RMSSD,ppg2_NN_Count,ppg2_SD1,ppg2_SD2,ppg2_SD1_SD2
red_Mean_NN,133483.42929081514,84651.50231108071,-3811.0990235444624,-3920.085012099518,80383.51334748683,127875.08560029679,126579.15740678705,-8078.758368094899,90421.34017278011,94205.58973557608,9.660473685504819,137653.381976402,69447.90315658804,-3479.8453830984786,-3778.410574279427,84968.35211408387,138963.5077267505,137452.41543473615,-7199.577095317832,98262.03865105443,98382.26610923118,10.698405029214689,9353.040360260837,827.5135867602281,-280.8858092156362,-609.8699145488479,393.9030531270088,3829.353449924556,3800.6158992980877,-1877.8363702520412,2707.7617920017524,-398.7714595898158,4.829846868722088,13437.493659596086,7663.548492107393,-722.9629167996047,-807.5462815651739,2642.9728739454154,4989.263867573354,4944.98021620802,-2442.8190980066133,3527.942313890141,2910.8730976684574,1.5380212701904825,14766.855023650958,10092.048879908252,-782.626294278163,-940.9835562056979,-682.5687744173295,1107.9088450233608,1078.4736966291564,-2698.5226559363823,783.4098572525768,-1388.38574254341,2.3860968075802917
red_Median_NN,84651.50231108071,69605.03645792152,-2688.6193038612364,-2691.926820050103,43797.3177829888,70144.40797143658,69421.27231447482,-5605.739345719395,49599.58653891854,51209.62991719756,6.258278118281632,89711.28837854794,56066.47464228908,-2542.6939428029473,-2680.0271318811488,48499.86408038988,80101.74979351071,79212.7339314746,-5066.780073684189,56640.49046389958,55929.09079184483,7.134479325866937,3494.546149655854,451.1132883124762,-67.9974873514155,-308.4386751820494,-3888.5289029117907,-2853.1359332688226,-2850.290381067385,-749.8902162848491,-2017.471766061393,-5477.9844300761215,3.7495783643257945,4054.7467645343763,3710.223625086457,-220.5360157236365,-329.25384708815915,-3504.5247108423905,-3552.3045087752976,-3550.399185912046,-778.1910205795592,-2511.8586069945572,-4664.364375785993,1.4883295789207678,6328.920090784391,5880.343810694465,-388.3962776342116,-494.47482862509275,-5456.558121039228,-5558.064641996826,-5549.760397925761,-1190.8386957073315,-3930.1451986291368,-7263.322496350627,2.3373121342365564
red_Heart_Rate,-3811.0990235444624,-2688.6193038612364,1405.13946777303,120.14722342005861,-2095.5821509308275,-3380.944622088484,-3346.1208420468515,238.63124642166744,-2390.6888690949554,-2442.706627361721,-0.3050831187167737,-3838.01671022908,-2196.1163670174083,276.92973132067664,118.32795342668214,-1911.7852358960424,-3296.106686529702,-3256.624487159605,199.62934607642916,-2330.6993895594746,-2164.9859753052447,-0.36536446584474835,-325.8807423728638,-34.15547022487448,29.225502358398693,21.49019091536225,12.126804644648905,-52.84484770222654,-51.923490033535614,70.64619985593913,-37.366950161014586,34.11707437647865,-0.10693826768748514,-444.4083000859269,-275.12558963868474,28.67344370583475,25.395456285430747,-128.44090741414297,-209.91115905080252,-208.09942346544113,84.3450680791737,-148.4296040115504,-150.00796276027577,-0.04968508635476598,-467.7491120724957,-300.7718747042236,24.22846712984008,30.41666425538937,98.81154708101253,82.35852994748139,83.00137686793485,91.68412606085195,58.23627501441951,136.78212682739803,-0.06892150000386281
red_Mean_HR,-3920.085012099518,-2691.926820050103,120.14722342005861,123.24161962517891,-2131.004384196707,-3412.983030944916,-3377.284446809858,243.8244205739048,-2413.3434452557667,-2490.8355121234094,-0.2786590870077399,-4067.286274378506,-2201.2681293400474,110.82222690046231,118.06734464492865,-2321.239239123759,-3829.6815106955473,-3786.9324808590195,216.5073021831958,-2707.9937659975635,-2677.8872151434716,-0.3196394820215956,-269.99916393224737,-24.938014559443108,8.471820509200482,18.125755872008895,19.01804763748609,-80.23216486228871,-79.48126057988478,54.582542563885966,-56.732707843401435,52.28872535119208,-0.16462175457455552,-373.297360079955,-219.0011022386086,21.287011244593376,22.926402787116267,-44.62421103085986,-110.81850412762611,-109.65662816114325,68.23356360676864,-78.36051574959373,-42.07037321714375,-0.06433019323305349,-428.9030693756545,-299.83169650805735,25.578195494720497,27.79398663568554,54.830442575857255,2.014205676052405,2.8009149401564843,78.14710615821386,1.4242584922410146,87.48865200686151,-0.09564224075353599
red_SDNN,80383.51334748683,43797.3177829888,-2095.5821509308275,-2131.004384196707,58469.770796723016,91957.21317012151,91076.04423686552,-4691.807958890021,65023.569011609805,68827.3700350406,5.966418564678288,79939.39191457097,35296.12745255845,-1686.5137474516678,-1999.284255613868,55922.766846463346,90377.78193770394,89430.80787580417,-4055.55410797617,63906.742476749525,65073.45599082337,6.162015279508123,5706.656593963589,480.8074546660083,-163.0295084101996,-349.43204095481934,1405.3634201637656,3481.627473958952,3461.254179857722,-1118.706520949419,2461.8823964017656,1323.3076099358675,2.072913911843723,8519.752750302434,4554.891199478988,-436.1829863363744,-490.147438294628,2705.4090597928143,4268.846218853388,4238.179995203851,-1523.2874970830876,3018.530109193784,3201.2722688275385,0.4272108918175454,8758.424324916108,5453.93371535312,-344.40729822712143,-535.4481193612263,1033.2966819235667,2287.60388455754,2266.7757269372023,-1601.6818619753155,1617.5802194393254,1051.6929292213429,0.7741109479260018
red_SDSD,127875.08560029679,70144.40797143658,-3380.944622088484,-3412.983030944916,91957.21317012151,146859.1435703434,145449.04320248112,-7435.14710149188,103845.09629783861,107600.02986143794,11.327546644328066,127624.73455209324,57081.192159061175,-2827.5758637682084,-3229.2024399086977,87821.4945830033,142220.000889607,140719.2552324289,-6477.85502424242,100564.72704939796,102102.80944008143,9.79706337924187,9100.780308609796,776.5687964131452,-245.51019611904567,-560.4121374379539,2065.814397184531,5240.816112335609,5209.242980912736,-1769.5237294564856,3705.816611984227,1911.6527185305006,3.2509080880719243,13648.734352997837,7254.941773133018,-690.8361122465981,-782.6196992245614,4571.522170307544,7192.154498221989,7142.009506605067,-2428.83728731833,5085.621217034099,5413.137892449209,0.7551002747184716,14121.342793359148,8643.534244560838,-550.2037664390094,-855.5463588449826,2134.302573226362,4217.083794940901,4180.419290472582,-2552.692848938844,2981.9285482346113,2303.5432414609236,1.2012936627911528
red_RMSSD,126579.15740678705,69421.27231447482,-3346.1208420468515,-3377.284446809858,91076.04423686552,145449.04320248112,144052.93659821508,-7360.4182912401675,102848.00476556951,106569.96449973498,11.221517894316307,126327.68988981025,56489.20783240485,-2797.344913457427,-3195.396288208497,86961.94288831986,140820.3945497385,139334.67853252913,-6412.197239650301,99575.05591548522,101105.77506499295,9.69673887450602,9002.118473922827,768.9717494399899,-242.7327521741717,-554.4032186481312,2040.7958279201755,5180.6030900242,5149.388291002711,-1750.2686172830258,3663.2395755920925,1887.6483744330399,3.214620769781646,13501.823891278314,7179.559991600884,-683.3116489062384,-774.2456686743263,4520.211326799407,7110.562033379187,7060.97455300103,-2402.669397595634,5027.926631850028,5352.625672226984,0.7438237668942842,13971.430085528238,8553.438406379864,-543.7517846759407,-846.4494365511788,2113.2347890564492,4173.902046279153,4137.634240026285,-2525.615280428531,2951.394440932397,2281.2507088075026,1.186376888610443
red_NN_Count,-8078.758368094899,-5605.739345719395,238.63124642166744,243.8244205739048,-4691.807958890021,-7435.14710149188,-7360.4182912401675,512.4918713755856,-5257.442934584411,-5507.8528507673045,-0.5745947907412703,-8395.884829811037,-4579.290121576827,219.3269141830252,234.91614751506032,-5051.749403475053,-8250.707665073209,-8161.457028867228,454.3665190804888,-5834.1313395610905,-5852.980606682879,-0.6522321871476012,-450.6252223917702,-48.76935741537599,12.486832408970388,32.329442494832385,126.81162230078131,-45.52759199330754,-44.582208121117134,93.46347397340963,-32.19286902956225,216.02873515069942,-0.3279579308028904,-619.3568463870088,-415.8326124053078,34.23661209634581,40.283556611649544,35.61181903447031,-40.74943376006489,-39.27062352081223,115.32164664302809,-28.814200941253812,67.52163518054876,-0.10358156345958079,-762.258086778281,-592.83389632743,45.123535033050096,51.79642050107174,218.4441696933046,150.9024674535584,151.6681162846952,141.66975811066035,106.70415803419324,309.87622646368453,-0.17844207353344185
red_SD1,90421.34017278011,49599.58653891854,-2390.6888690949554,-2413.3434452557667,65023.569011609805,103845.09629783861,102848.00476556951,-5257.442934584411,73429.57178517172,76084.71077089779,8.009785046411295,90244.3152489182,40362.49805388454,-1999.3980675899086,-2283.3909430835856,62099.17435357927,100564.72704939797,99503.53961837105,-4580.535215185164,71110.0004448035,72197.58893327942,6.927569951176317,6435.223470306986,549.1170620016103,-173.60192452621644,-396.27122264162443,1460.7513689219797,3705.8166119842285,3683.4910366518225,-1251.242228569191,2620.408056167805,1351.7426005466132,2.298739154089852,9651.112615618562,5130.018524895913,-488.4948996581204,-553.3956964118637,3232.5543269691084,5085.621217034099,5050.1633534192315,-1717.447316261531,3596.0772491109947,3827.6665112486917,0.5339365247292572,9985.297248644034,6111.9016777471115,-389.05281428340317,-604.9626319587466,1509.179822632258,2981.9285482346104,2956.0028284962186,-1805.0264237710644,2108.541897470451,1628.851046793461,0.8494428951560499
red_SD2,94205.58973557608,51209.62991719756,-2442.706627361721,-2490.8355121234094,68827.3700350406,107600.02986143794,106569.96449973498,-5507.8528507673045,76084.71077089779,81207.49868333233,6.46779383530421,93566.30095982812,41110.18567955873,-1935.984871885613,-2329.4188353432555,65876.31858068316,106378.89926159734,105267.38329953495,-4746.48598886996,75221.24104303608,76681.81681222351,7.224643014499037,6678.209506338904,560.8639956506959,-194.60389719960082,-408.1158213865485,1689.8077815567908,4157.20971049914,4133.1250948919305,-1313.302176225241,2939.5911771085052,1599.1134701127885,2.4419410976917866,9952.88770591557,5334.011251561002,-511.63125488156226,-573.3561334016122,3092.422323437426,4884.9080736175465,4849.376965404066,-1782.7954807602518,3454.1516243278825,3658.3314284184494,0.47768514123907363,10208.138660838818,6404.191955638606,-402.1422159579247,-626.3520784723661,1065.8887917248767,2508.747303483034,2485.3840641531383,-1875.3469643595658,1773.9522305763194,1046.39065738238,0.9145549033389448
