accuracy,precision,recall,specificity,f1,roc_auc,subject,model,n_test
0.46,0.48360655737704916,0.34782608695652173,0.6794708994708994,0.23493408662900192,0.7645141755721466,andi,CNN,250
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.5652219489581808,andi,CNNLSTM,250
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.4386640009480589,andi,GRU,250
0.444,0.27581755593803786,0.40208643815201195,0.7042328042328042,0.3270364817591205,0.7264793625230929,arthur,CNN,250
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.6095554388387399,arthur,CNNLSTM,250
0.432,0.14516129032258066,0.32727272727272727,0.6631393298059964,0.2011173184357542,0.4572801984149793,arthur,GRU,250
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.49191023458825317,auzan,CNN,250
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.510536038179227,auzan,CNNLSTM,250
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.5033879875714241,auzan,GRU,250
0.44,0.14725568942436412,0.3333333333333333,0.6672839506172838,0.20427112349117918,0.7087094758478134,bowo,CNN,250
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.4773971624612181,bowo,CNNLSTM,250
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.5087087539347053,bowo,GRU,250
0.4007936507936508,0.1335978835978836,0.3333333333333333,0.6666666666666666,0.1907459867799811,0.6266043664733588,daffa,CNN,252
0.44047619047619047,0.14682539682539683,0.3333333333333333,0.6666666666666666,0.20385674931129474,0.4667786070393399,daffa,CNNLSTM,252
0.44047619047619047,0.14682539682539683,0.3333333333333333,0.6666666666666666,0.20385674931129474,0.4842054135435143,daffa,GRU,252
0.392,0.1396011396011396,0.29696969696969694,0.6525916561314792,0.18992248062015504,0.3922494880479522,doni,CNN,250
0.264,0.15053763440860216,0.26515151515151514,0.6405158153606179,0.18513143041444927,0.42621716690955475,doni,CNNLSTM,250
0.44,0.14666666666666667,0.3333333333333333,0.6666666666666666,0.20370370370370372,0.47203594146122124,doni,GRU,250
