model,evaluation,n_folds,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
CNN,SubjectSpecific,30,0.7812848932676519,0.12223536394687874,0.6113223773108353,0.2674509224647094,0.6341885198135199,0.19088385343903166,0.6341885198135199,0.19088385343903166,0.5822130247084302,0.22710557156013944,0.7922682698160387,0.22382515157566818
CNN,LOSOCV,30,0.5801311082098602,0.18867434658032015,0.3940634753504225,0.19766191312334255,0.5052680589835762,0.07104768748691066,0.5052680589835762,0.07104768748691066,0.3879243122045823,0.11509703127519454,0.5622205396879801,0.20488458917313623
CNNLSTM,SubjectSpecific,30,0.6688245758073346,0.13312006900128218,0.44732553258589774,0.1587149972864017,0.5202892503666497,0.07015274563245454,0.5202892503666497,0.07015274563245454,0.4423405191361777,0.09769816750975242,0.5403671251131373,0.16221449171934602
CNNLSTM,LOSOCV,30,0.6148287298640719,0.14481985211737183,0.511500868786088,0.16506603021718508,0.526031328374806,0.06912861950195157,0.526031328374806,0.06912861950195157,0.4658764222098351,0.1166282728417467,0.5395340943323493,0.10844771936999982
GRU,SubjectSpecific,30,0.6654515599343186,0.15426938492935952,0.42966999668984296,0.14499726878212182,0.5112835938571233,0.10494778022633292,0.5112835938571233,0.10494778022633292,0.45383150046155013,0.12200497514918103,0.5080700830371799,0.1261404650139532
GRU,LOSOCV,30,0.52671697617121,0.11347050983782046,0.4957318876220002,0.06952435380777504,0.5003404978972991,0.04760375879921943,0.5003404978972991,0.04760375879921943,0.4431124093291697,0.08115105720646926,0.5136316054784195,0.06955580874160182
