window_start_ns,window_end_ns,red_Mean_NN,red_Median_NN,red_Heart_Rate,red_Mean_HR,red_SDNN,red_SDSD,red_RMSSD,red_NN_Count,red_SD1,red_SD2,red_SD1_SD2,infrared_Mean_NN,infrared_Median_NN,infrared_Heart_Rate,infrared_Mean_HR,infrared_SDNN,infrared_SDSD,infrared_RMSSD,infrared_NN_Count,infrared_SD1,infrared_SD2,infrared_SD1_SD2,ppg0_Mean_NN,ppg0_Median_NN,ppg0_Heart_Rate,ppg0_Mean_HR,ppg0_SDNN,ppg0_SDSD,ppg0_RMSSD,ppg0_NN_Count,ppg0_SD1,ppg0_SD2,ppg0_SD1_SD2,ppg1_Mean_NN,ppg1_Median_NN,ppg1_Heart_Rate,ppg1_Mean_HR,ppg1_SDNN,ppg1_SDSD,ppg1_RMSSD,ppg1_NN_Count,ppg1_SD1,ppg1_SD2,ppg1_SD1_SD2,ppg2_Mean_NN,ppg2_Median_NN,ppg2_Heart_Rate,ppg2_Mean_HR,ppg2_SDNN,ppg2_SDSD,ppg2_RMSSD,ppg2_NN_Count,ppg2_SD1,ppg2_SD2,ppg2_SD1_SD2,label
1783423132343688365,1783423142343688365,1359.3277440000002,1346.224128,178.27640658658584,75.52384699857937,997.4115395451975,1330.9589128066184,1325.4914936465045,122.0,941.1300727262346,1243.702798718809,0.7567162136289576,1571.2562861886795,1346.224128,44.56910164664646,73.73726560901383,1349.5385611494976,1927.3734861486935,1918.1769495785475,106.0,1362.8588619348975,1647.3665400516275,0.8272954614533972,895.8994910967741,715.1815680000001,83.89477957015804,74.38798513386021,361.32326956129134,482.8960422847741,481.5968805235072,186.0,341.4590661077096,450.34638151022,0.7582142993192023,920.6480958232044,715.1815680000001,83.89477957015804,73.45964307738124,413.17883155594484,556.511236980409,554.9703062979119,181.0,393.5128694753609,513.8164112506582,0.7658627884569282,941.4537025084745,715.1815680000001,83.89477957015804,72.5688501113444,438.1828792899752,556.874044817213,555.2971709883024,177.0,393.76941335703265,553.607528812547,0.7112790069919082,truth
1783423133343688365,1783423143343688365,1329.7328824320002,1346.224128,30.344920270057166,75.34794739038327,957.7225722289307,1340.6932038776047,1335.2859372427242,125.0,948.0132559525728,1176.9029203730865,0.8055152549473205,1608.3494990769234,1346.224128,57.04845010770747,74.59619877674938,1393.207658325851,2011.3055546244184,2001.5201636315921,104.0,1422.2077967130963,1694.3192290474196,0.8393977783706617,923.6593322666666,715.1815680000001,52.82263898861803,73.20519893325984,404.19766177036047,543.536409854609,542.0185220984661,180.0,384.33828122998466,502.8852178696885,0.7642664122403721,923.6593322666668,715.1815680000001,95.08075017951246,73.58438882873125,423.80519986625245,566.5044592054229,564.9294104228386,180.0,400.5791446765724,528.1949160039702,0.7583926549447542,956.8988337572257,715.1815680000001,95.08075017951246,71.88175422227404,449.48635401134237,584.6812291623884,582.9939249492484,173.0,413.4320619732106,564.4580852030639,0.7324406768387033,truth
1783423134343688365,1783423144343688365,1316.7423496062993,1346.224128,59.425468862195274,76.5696120138927,957.4022414968852,1368.998762120174,1363.5580217216352,127.0,968.0283081311643,1168.203193530508,0.8286472023806224,1594.556734135922,1346.224128,43.218522808869295,74.26648270225753,1455.3467930876109,2125.951003084153,2115.5130525101786,103.0,1503.2743707511474,1762.4277742427225,0.8529565822333186,930.2295912402235,715.1815680000001,44.56910164664646,72.72078512850473,405.553653988167,560.9005978697558,559.3340504742681,179.0,396.616616325293,500.2950752842221,0.792765381709927,933.1348740338983,715.1815680000001,79.23395848292704,73.16703047596346,437.5234700824691,578.1851202455875,576.5402585819614,177.0,408.83861930681434,547.0640414317681,0.7473322835052506,981.0409187218936,715.1815680000001,95.08075017951246,71.62608832643937,530.3843606745859,707.1716339453964,705.0639930228991,169.0,500.0458578255607,661.5075284017015,0.7559186197528912,truth
1783423135343688365,1783423145343688365,1316.4110936692914,1346.224128,44.56910164664646,76.53779888901263,927.8195916357596,1267.1301881371978,1262.101814137209,127.0,895.9963486779983,1149.040321670281,0.7797779867076814,1623.1476591844662,1346.224128,25.468058083797978,75.76086164062724,1484.4684066743196,2156.2106441284654,2145.617487374481,103.0,1524.6711681298514,1801.3833060637492,0.8463890849868322,918.5562420331493,715.1815680000001,95.08075017951246,73.36295040941039,398.79862722503145,561.9190194571596,560.3655125358256,181.0,397.3367491358531,489.02192593606196,0.8125131575139304,958.1147153757225,715.1815680000001,95.08075017951246,72.39898040676654,480.84678365960167,647.5956609768183,645.7105565071445,173.0,457.91928334369265,597.9817920995313,0.7657746262405831,986.6300342857143,715.1815680000001,95.08075017951246,71.75958133077647,549.2492500537631,719.3878962932297,717.2309832501079,168.0,508.6840597724675,688.4546034677543,0.7388781441945768,truth
1783423136343688365,1783423146343688365,1293.7187780465117,1346.224128,29.712734431097637,75.01722100459419,847.122750268833,1197.2375972593475,1192.563312166713,129.0,846.5748237135733,1037.7328374746699,0.8157926521567141,1435.5752869380535,1346.224128,25.468058083797978,77.70048298238171,1110.7540270393135,1570.1151859994454,1563.1362413893305,113.0,1110.2390952641852,1360.6004530506325,0.8159920076278774,926.4691886480448,715.1815680000001,44.56910164664646,73.17318886730503,414.04742226767024,584.3689750086435,582.7359611578385,179.0,413.2112649436439,507.4433574644974,0.8143002738439703,973.9951247719299,715.1815680000001,44.56910164664646,71.57461256219213,492.0095414800157,677.983569594561,675.9981550783356,171.0,479.4067795933757,607.6440962065745,0.788959824651035,1012.4898310243905,715.1815680000001,44.56910164664646,70.49726046414423,564.1355146736736,752.7190757145273,750.4165557321714,164.0,532.2527627662125,703.4566483416928,0.7566248240327658,truth
1783423137343688365,1783423147343688365,1402.4346417478994,1346.224128,29.10635209576912,68.17663434534471,926.2625392976659,1342.4867514743771,1336.8158585519614,119.0,949.2814856206313,1124.8808443303067,0.8438951471218111,1421.2964325517241,1325.1893760000003,178.27640658658584,78.09017793548719,1106.6592616126388,1592.7943699394825,1585.9215646616642,116.0,1126.2757000199624,1347.2716750523384,0.8359677716643225,920.4156676243093,715.1815680000001,89.13820329329292,73.61056128945705,412.2826412842633,569.2793623831906,567.6958765160601,181.0,402.54129753070805,508.8557796663059,0.7910714855094776,979.971975529412,715.1815680000001,89.13820329329292,71.72220494328054,509.4112181585367,712.6360315831305,710.5245563808634,170.0,503.90977045030223,626.1286209668829,0.8048023258738,1022.0566615950921,715.1815680000001,89.13820329329292,70.3444567810075,577.9052569555004,786.7619303973075,784.3299368725943,163.0,556.3246961633547,716.3800585254878,0.7765775855185414,truth
1783423138343688365,1783423148343688365,1444.5071933793106,1346.224128,17.607546329539343,67.78158767455324,997.9076963799864,1409.1850989161364,1403.0586122922523,116.0,996.4443393906358,1222.7791624970562,0.8149013083898007,1343.1706962580645,1009.6680960000002,178.27640658658584,81.78221450233474,1055.6659632939868,1472.537647812433,1466.5624793043153,124.0,1041.2413563206594,1298.7568945182154,0.8017215236473616,920.1832394254145,715.1815680000001,89.13820329329292,74.38516713126452,481.0179385383655,666.9511402328917,665.0959589556143,181.0,471.6056739787777,592.9169912617692,0.7953991552429076,979.7245078588237,715.1815680000001,89.13820329329292,71.96535608484476,513.6652143429509,705.8142984406732,703.7342633142603,170.0,499.0860766858256,634.9491703129901,0.7860252442566505,979.7245078588237,715.1815680000001,44.56910164664646,72.21462081729307,548.2984392393234,727.3917985714168,725.2365588753652,170.0,514.343673349328,684.8267297552834,0.7510566556494137,truth
1783423139343688365,1783423149343688365,1509.9540895135137,1346.224128,83.89477957015804,67.4383778703969,1146.8909048787752,1638.1289989371062,1630.6774391980061,111.0,1158.3321236067584,1399.9467279499033,0.8274115725124999,1367.948544,1009.6680960000002,178.27640658658584,81.02501329586109,1077.901807139581,1492.7205054145386,1486.6044946886682,122.0,1055.5127917948307,1329.1692837439068,0.7941146434122669,932.1097925363129,715.1815680000001,41.94738978507902,73.67456019159887,483.46130774048135,676.7223824442092,674.8307606517437,179.0,478.51498560701657,594.1223581376408,0.8054148763345456,946.56384,715.1815680000001,83.89477957015804,74.02064337292542,505.29485946647395,702.4356278322958,700.4025247900428,174.0,496.6969957872464,622.3277570496509,0.7981276588754479,964.4372997919075,715.1815680000001,83.89477957015804,73.1436950489564,545.943380715694,728.3526287452072,726.2322381361165,173.0,515.0230828807839,680.7965642866811,0.7565007079911018,truth
1783423140343688365,1783423150343688365,1525.3089890642202,1346.224128,35.65528131731717,65.62137014615936,1123.3920654772387,1586.3565402255663,1579.0444177714203,109.0,1121.723466973128,1376.5491990391502,0.8148807668887579,1393.9500358991595,1346.224128,44.56910164664646,81.51781877987295,1100.9951470585809,1555.9300823066433,1549.3231716878267,119.0,1100.2087122511705,1348.7590676011794,0.8157192330932274,935.2192546516856,715.1815680000001,95.08075017951246,73.91043655866494,524.9106074678675,729.3685127230241,727.305386672151,178.0,515.741421330397,646.5815376475131,0.7976432844136602,945.8467461818182,715.1815680000001,95.08075017951246,74.16219443421693,511.1841560287257,720.375135406541,718.3140122229718,176.0,509.38214324414247,626.8041151919817,0.8126656014185956,965.1526906046513,715.1815680000001,95.08075017951246,73.04129936266393,541.7355899975346,733.3102094165253,731.1678917566436,172.0,518.5286217917522,672.6952750921674,0.7708224525892612,truth
1783423141343688365,1783423151343688365,1420.6547889230767,1346.224128,89.13820329329292,73.43399928309053,1116.2900088872034,1535.1722837519094,1528.540838997379,117.0,1085.5307321306138,1379.4992869453656,0.786901988571746,1406.4270388965517,1346.224128,178.27640658658584,82.64663396781609,1264.7068527979486,1831.5644973908154,1823.6683249805096,116.0,1295.1116762855763,1536.3299515411936,0.8429905795863477,923.9020906077349,715.1815680000001,44.56910164664646,74.53944410276111,519.3755232783027,719.0060541575699,717.0146041546394,181.0,508.4140566089998,640.5149817782656,0.7937582587022193,939.4734741573034,715.1815680000001,44.56910164664646,74.2338876530151,498.53025455542155,707.8871600933641,705.8936497875719,178.0,500.5518112169049,609.7448413540903,0.8209201247284108,977.931452631579,715.1815680000001,44.56910164664646,73.15800601755606,594.3896464683297,834.5394413125152,832.0895731209899,171.0,590.1084981197123,729.7150703397461,0.8086834466019254,truth
