Model,Evaluation,Mean Accuracy,Std Accuracy,Mean Precision,Std Precision,Mean Recall,Std Recall,Mean Specificity,Std Specificity,Mean F1,Std F1,Mean ROC-AUC,Std ROC-AUC
SVM,SubjectSpecific,0.9379877408931764,0.05147977861851615,0.9213802927421927,0.055797897469064946,0.9442458116264969,0.05231247237933839,0.9703638643837348,0.026589844910159238,0.9282540881973181,0.054814366211631646,0.9919919761125713,0.012110271153007907
RandomForest,SubjectSpecific,0.9658784462082436,0.027183492193696337,0.9699147253729349,0.026890946220892973,0.9449729753677121,0.03369884198819961,0.980924634921349,0.015707234237262932,0.9545439372560719,0.029567173466287015,0.9966922304472734,0.004160931771580675
MLP,SubjectSpecific,0.8600578473197648,0.06356138737116512,0.8440432962547519,0.08237066415924924,0.8307297610720382,0.09087017187470668,0.9232657418437784,0.036284659722962284,0.8318012941444046,0.08623377874983779,0.9615612129599461,0.028877517214831006
SVM,LOSOCV,0.7439409524059012,0.1571332648472399,0.707009805870245,0.16652974095061426,0.6977591620156144,0.1733195369945847,0.865722263512716,0.07874558127981213,0.6834099013621829,0.1730701477574676,0.8749735804753672,0.13255180930138666
RandomForest,LOSOCV,0.9359128510437915,0.17319722679896643,0.9402748766288915,0.16079400693687007,0.9369583769550519,0.16723630002230083,0.9690455525841561,0.08204737238373101,0.9314427756619693,0.18352659217331288,0.9693776799691565,0.08222900060934665
MLP,LOSOCV,0.9242129787902283,0.1842381689527824,0.9255741113968763,0.17966210338056407,0.9224649828539022,0.17543865270903242,0.9628887990861763,0.08827940335831201,0.9177866758182781,0.1931354671289179,0.954294263105529,0.11835790189527767
